trust_code,site_code,year,trust_name,trust_type,site_name,site_type,area_occupied_m2,volume_heated_m3,area_patient_m2,area_nonpatient_m2,consumed_gas_kwh,consumed_oil_kwh,consumed_coal_kwh,consumed_electricity_green_kwh,consumed_fuel_green_kwh,water_total_m3,waste_incineration_tonnes,waste_alternative_tonnes,waste_landfill_tonnes,waste_eee_tonnes,waste_recycling_tonnes,consumed_electricity_total_kwh,produced_electricity_green_kwh,waste_onsite_tonnes,waste_total_tonnes,occupied_area_m2,waste_total_index,waste_recycling_index,electricity_index,gas_index_vol,electricity_green_index
RWX,RWX51,2014-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,15128.0,39333.0,11361.0,3767.0,4691304.0,0.0,0.0,172763.0,0.0,19521.0,48.29,1.49,107.52,8.5,14.5,1735726.0,,,171.8,15128.0,0.011356425171866738,0.0009584875727128504,114.73598625066103,119.27145145297841,11.420081967213115
RWX,RWX51,2015-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,15128.0,39333.0,11361.0,3767.0,5393193.0,0.0,0.0,186066.0,0.0,18064.0,47.5,1.5,119.82,8.35,15.91,1869909.0,,,184.73,15128.0,0.012211131676361713,0.0010516922263352723,123.60583024854574,137.1162382732057,12.299444738233738
RWX,RWX51,2016-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,SPECIALIST ACUTE HOSPITAL,17390.0,43815.0,11262.0,6128.0,5456377.0,,,93033.0,,,40.935,0.75,59.91,,10.405000000000001,1977383.5,,,112.0,17390.0,0.006440483036227717,0.0005983323749281197,113.7080793559517,124.53216934839666,5.349798734905118
RWX,RWX51,2017-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,15128.0,37821.0,9797.0,5331.0,5519561.0,0.0,0.0,0.0,0.0,27525.0,34.37,0.0,0.0,,4.9,2084858.0,,,39.269999999999996,15128.0,0.0025958487572712847,0.00032390269698572184,137.81451612903226,145.93905502234207,0.0
RWX,RWX51,2018-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,16342.0,40855.0,10583.0,5759.0,2381207.0,24698.0,0.0,0.0,0.0,10427.0,0.0,127.58,0.0,,19.14,2000685.0,0.0,,146.72,16342.0,0.008978093256639334,0.001171215273528332,122.42595765512178,58.284347081140616,0.0
RWX,RWX51,2019-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,16342.0,37778.0,11690.0,4652.0,4277501.0,0.0,0.0,0.0,0.0,20834.0,9.1,0.0,0.0,0.0,110.0,1783925.0,0.0,0.0,119.1,16342.0,0.007287969648757802,0.00673112226165708,109.1619752784237,113.2273016041082,0.0
RWX,RWX51,2020-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,16342.0,37170.0,11894.0,4448.0,5110547.0,0.0,0.0,0.0,0.0,23983.0,100.9,0.0,0.0,,11.68,1980899.0,0.0,0.0,112.58000000000001,16342.0,0.0068889976747032195,0.0007147228001468609,121.21521233631134,137.49117567931128,0.0
RWX,RWX51,2021-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,PROSPECT PARK HOSPITAL,MIXED SERVICE HOSPITAL,16342.0,37170.0,11894.0,3738.0,4681464.0,0.0,0.0,1748991.0,0.0,23594.0,96.41999999999999,16.56,0.0,,7.32,0.0,0.0,0.0,120.29999999999998,15632.0,0.0076957523029682695,0.00046827021494370526,0.0,125.94737691686844,111.88529938587513
RWX,RWX70,2015-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,4005.0,10413.0,2692.0,1313.0,1236844.0,0.0,0.0,0.0,0.0,3938.0,17.68,0.0,45.23,0.35,18.02,494563.0,,,80.92999999999999,4005.0,0.02020724094881398,0.004499375780274656,123.48639200998751,118.77883414962066,0.0
RWX,RWX70,2016-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,5943.0,15199.0,3688.0,2255.0,1158634.3333333333,,,0.0,,,11.786666666666665,19.06,30.15333333333333,,15.853333333333333,477477.0,,,76.85333333333332,5943.0,0.012931740422906499,0.002667564080991643,80.34275618374558,76.23095817707305,0.0
RWX,RWX70,2017-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,6137.0,10898.0,3809.0,2328.0,1080424.6666666667,,,0.0,,,5.893333333333333,38.12,15.076666666666664,,13.686666666666667,460391.0,,,72.77666666666666,6137.0,0.0118586714464179,0.0022301884742816796,75.01890174352289,99.13971982626782,0.0
RWX,RWX70,2018-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,6129.0,15957.0,3804.0,2325.0,1002215.0,14310.0,0.0,0.0,0.0,3812.0,0.0,57.18,0.0,,11.52,443305.0,0.0,,68.7,6129.0,0.011209006363191385,0.0018795888399412628,72.32909120574318,62.80723193582754,0.0
RWX,RWX70,2019-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,5947.0,13525.0,3784.0,2163.0,1280555.0,0.0,0.0,0.0,0.0,6071.0,17.93,0.0,0.0,0.9,48.0,555907.0,0.0,,65.93,5947.0,0.011086261980830672,0.008071296451992602,93.47687909870523,94.68059149722735,0.0
RWX,RWX70,2020-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,0.0,13817.0,3817.0,2117.0,1280555.0,,,0.0,,,17.93,0.0,0.0,,48.0,555907.0,,,65.93,5934.0,0.011110549376474554,0.008088978766430738,93.68166498146276,92.6796699717739,0.0
RWX,RWX70,2021-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WOKINGHAM HOSPITAL,COMMUNITY HOSPITAL,0.0,13817.0,3845.0,1619.0,1280555.0,,,0.0,,,17.93,0.0,0.0,,48.0,555907.0,,,65.93,5464.0,0.012066251830161056,0.008784773060029283,101.73993411420204,92.6796699717739,0.0
RWX,RWX84,2015-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARKS HOSPITAL,COMMUNITY HOSPITAL,4773.0,12409.0,3435.0,1338.0,1227681.0,0.0,0.0,0.0,0.0,2468.0,12.5,0.0,28.35,0.35,17.26,426470.0,,,58.11,4773.0,0.012174732872407291,0.003616174313848733,89.35051330400168,98.93472479651865,0.0
RWX,RWX84,2016-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARK'S HOSPITAL,COMMUNITY HOSPITAL,5028.0,13068.0,3019.0,2009.0,1244096.3333333333,,,0.0,,,8.333333333333332,10.853333333333333,18.9,,13.81,420160.0,,,51.89666666666667,5028.0,0.010321532749933705,0.0027466189339697693,83.56404136833731,95.20173961840628,0.0
RWX,RWX84,2017-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARKS HOSPITAL,COMMUNITY HOSPITAL,5981.0,9330.0,3591.0,2390.0,1260511.6666666667,,,0.0,,,4.166666666666666,21.706666666666667,9.45,,10.36,413850.0,,,45.68333333333334,5981.0,0.007638076129967118,0.0017321518140779133,69.19411469653905,135.10307252590212,0.0
RWX,RWX84,2018-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARKS HOSPITAL,COMMUNITY HOSPITAL,5985.0,16167.0,3593.0,2392.0,1276927.0,6424.0,0.0,0.0,0.0,4259.0,0.0,32.56,0.0,,6.91,407540.0,0.0,,39.47,5985.0,0.006594820384294068,0.0011545530492898914,68.09356725146199,78.98354673099524,0.0
RWX,RWX84,2019-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARKS HOSPITAL,COMMUNITY HOSPITAL,5770.0,12777.0,2865.0,2905.0,1169101.0,0.0,0.0,0.0,0.0,6757.0,8.53,0.0,0.0,0.4,34.0,397097.0,0.0,,42.53,5770.0,0.007370883882149047,0.0058925476603119585,68.8209705372617,91.50043046098457,0.0
RWX,RWX84,2020-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARKS HOSPITAL,COMMUNITY HOSPITAL,0.0,13263.0,2933.0,2957.0,1169101.0,,,0.0,,,8.53,0.0,0.0,,34.0,397097.0,,,42.53,5890.0,0.007220713073005093,0.005772495755517827,67.4188455008489,88.14755334388902,0.0
RWX,RWX84,2021-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,ST MARKS HOSPITAL,COMMUNITY HOSPITAL,0.0,13263.0,2933.0,1930.0,1169101.0,,,0.0,,,8.53,0.0,0.0,,34.0,397097.0,,,42.53,4863.0,0.00874563026938104,0.006991568990335184,81.65679621632736,88.14755334388902,0.0
RWX,RWX85,2015-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,5781.0,15030.0,3894.0,1887.0,721277.0,0.0,0.0,0.0,0.0,3360.0,18.1,0.0,45.25,0.35,11.5,313986.0,,,74.85,5781.0,0.012947586922677737,0.0019892752119010553,54.31344058121432,47.98915502328676,0.0
RWX,RWX85,2016-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,7159.0,18614.0,4689.0,2470.0,874451.3333333334,,,0.0,,,12.066666666666666,18.083333333333332,30.166666666666664,,10.633333333333333,342838.0,,,70.94999999999999,7159.0,0.009910602039390974,0.0014853098663686734,47.88909065511943,46.97815264496258,0.0
RWX,RWX85,2017-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,7949.0,17140.0,5207.0,2742.0,1027625.6666666667,,,0.0,,,6.033333333333333,36.166666666666664,15.083333333333332,,9.766666666666667,371690.0,,,67.05,7949.0,0.008435023273367719,0.0012286660795907242,46.7593407975846,59.954823026059906,0.0
RWX,RWX85,2018-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,7609.0,21065.0,4984.0,2625.0,1180800.0,0.0,0.0,0.0,0.0,4315.0,0.0,54.25,0.0,,8.9,400542.0,0.0,,63.15,7609.0,0.008299382310421868,0.0011696674990143252,52.64055723485346,56.05506764775694,0.0
RWX,RWX85,2019-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,7621.0,18224.0,3670.0,3951.0,1020397.0,0.0,0.0,0.0,0.0,7541.0,12.15,0.0,0.0,0.0,55.0,393894.0,0.0,,67.15,7621.0,0.008811179635218476,0.0072169006692035164,51.68534313082273,55.99193371378402,0.0
RWX,RWX85,2020-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,0.0,18118.0,3636.0,3976.0,1020397.0,,,0.0,,,12.15,0.0,0.0,,55.0,393894.0,,,67.15,7612.0,0.008821597477666842,0.0072254335260115606,51.74645296899632,56.31951650292527,0.0
RWX,RWX85,2021-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,UPTON HOSPITAL,COMMUNITY HOSPITAL,0.0,18118.0,3964.0,3436.0,1020397.0,,,0.0,,,12.15,0.0,0.0,,55.0,393894.0,,,67.15,7400.0,0.009074324324324324,0.007432432432432433,53.22891891891892,56.31951650292527,0.0
RWX,RWX86,2014-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4650.0,12091.0,3700.0,950.0,1559181.0,0.0,0.0,91902.0,0.0,12324.0,51.18,0.0,54.97,0.25,28.32,827119.0,,,134.47,4650.0,0.02891827956989247,0.006090322580645162,177.87505376344086,128.95384997105285,19.763870967741937
RWX,RWX86,2015-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4650.0,12091.0,3700.0,950.0,2253675.0,0.0,0.0,74626.0,0.0,3546.0,45.35,0.0,52.35,0.32,27.75,671635.0,,,125.45,4650.0,0.026978494623655914,0.005967741935483871,144.43763440860215,186.39277148292118,16.048602150537633
RWX,RWX86,2016-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4470.0,11176.0,3070.0,1400.0,1527898.0,,,37313.0,,,52.885000000000005,0.01,26.175,,28.564999999999998,686804.0,,,107.635,4470.0,0.024079418344519016,0.006390380313199105,153.64742729306488,136.7124194702935,8.347427293064877
RWX,RWX86,2017-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3987.0,9967.0,2738.0,1249.0,802121.0,0.0,0.0,0.0,0.0,3751.0,60.42,0.02,0.0,,29.38,701973.0,,,89.82000000000001,3987.0,0.02252821670428894,0.0073689490845247054,176.06546275395033,80.47767633189525,0.0
RWX,RWX86,2018-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4164.0,10411.0,2860.0,1304.0,806077.0,0.0,0.0,0.0,0.0,3893.0,0.0,67.8,0.0,,23.38,827234.0,0.0,,91.17999999999999,4164.0,0.02189721421709894,0.005614793467819405,198.66330451488952,77.42551147824416,0.0
RWX,RWX86,2019-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4165.0,8847.0,3237.0,928.0,941489.0,0.0,0.0,0.0,0.0,6692.0,17.17,0.0,0.0,0.72,75.0,906630.0,0.0,0.0,92.17,4165.0,0.0221296518607443,0.01800720288115246,217.67827130852342,106.41901209449532,0.0
RWX,RWX86,2020-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3609.8055,9114.0,3220.0,945.0,920484.0,0.0,0.0,0.0,0.0,6143.0,57.67,0.0,0.0,,20.21,843549.0,0.0,0.0,77.88,4165.0,0.018698679471788715,0.00485234093637455,202.5327731092437,100.99670836076366,0.0
RWX,RWX86,2021-01-01,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,MENTAL HEALTH AND LEARNING DISABILITY,WEST BERKSHIRE COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,2536.9015,9114.0,3264.0,780.0,1024662.0,3271.0,0.0,702281.0,0.0,6683.0,56.57,0.0,0.0,,20.35,0.0,0.0,0.0,76.92,4044.0,0.019020771513353116,0.005032146389713155,0.0,112.42725477287689,173.65999010880316
RWY,RWY01,2011-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,66396.0,167591.0,30452.0,35944.0,10128045.0,375922.0,21850444.0,0.0,0.0,148115.0,320.57,0.0,906.0,,112.46,8330501.0,,,1339.03,66396.0,0.020167329357190192,0.0016937767335381648,125.46691065726851,60.43310798312559,0.0
RWY,RWY01,2012-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,66396.0,167591.0,30452.0,35944.0,23916820.0,573935.0,0.0,0.0,0.0,128239.0,225.2,72.08,555.2,8.82,112.46,7913180.0,,,964.94,66396.0,0.014533104403879752,0.0016937767335381648,119.181577203446,142.70945337160111,0.0
RWY,RWY01,2013-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,66396.0,167591.0,30452.0,35944.0,26456729.0,573935.0,0.0,0.0,0.0,136990.0,145.29,134.26,202.0,6.46,125.0,9257762.0,,,606.55,66396.0,0.009135339478281823,0.0018826435327429364,139.4325260557865,157.86485551133413,0.0
RWY,RWY01,2014-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,66396.0,167591.0,30452.0,35944.0,24992058.0,568000.0,0.0,0.0,0.0,130402.0,46.71,135.0,220.0,6.13,142.98,9332032.0,,,544.69,66396.0,0.008203656846798,0.0021534429784926803,140.55111753720104,149.12529909123998,0.0
RWY,RWY01,2015-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,66673.0,167591.0,30452.0,30729.0,20746388.0,505347.0,0.0,0.0,0.0,115335.0,0.0,106.43,589.0,5.13,64.17,6513275.0,,,759.6,61181.0,0.01241561922819176,0.0010488550366943986,106.4591131233553,123.79177879480402,0.0
RWY,RWY01,2016-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,62527.0,114928.0,36857.0,24986.0,17570557.0,303637.0,0.0,0.0,0.0,108853.0,31.495,305.495,416.23,,102.55000000000001,7825632.0,,,855.77,61843.0,0.013837782772504567,0.0016582313277169608,126.54030367220219,152.88317033273006,0.0
RWY,RWY01,2017-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,62527.0,114928.0,36857.0,24986.0,16395705.0,304874.0,0.0,0.0,0.0,107485.0,62.99,504.56,243.46,,140.93,8418229.0,,,951.94,61843.0,0.015392849635366978,0.002278835114726,136.12258460941416,142.66066580815814,0.0
RWY,RWY01,2018-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,55833.0,110669.0,36739.0,18499.0,18090598.0,200739.0,0.0,0.0,0.0,86767.0,55.26,458.46,250.02,,111.52,7682403.0,0.0,,875.26,55238.0,0.0158452514573301,0.002018900032586263,139.07822513487093,163.4658124678094,0.0
RWY,RWY01,2019-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,55833.0,110669.0,36739.0,18499.0,16504580.0,0.0,0.0,0.0,0.0,73487.0,113.94,120.89,408.78,1.82,45.84,9396166.0,0.0,0.0,689.4499999999999,55238.0,0.012481443933524022,0.0008298634997646548,170.10329845396285,149.13462667955795,0.0
RWY,RWY01,2020-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,55847.96799999999,110669.0,36739.0,18499.0,17484706.0,0.0,0.0,0.0,0.0,140854.0,492.59,123.81,0.0,,86.23,7632192.0,0.0,0.0,702.63,55238.0,0.01272004779318585,0.00156106303631558,138.1692313262609,157.99100018975503,0.0
RWY,RWY01,2021-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,HUDDERSFIELD ROYAL INFIRMARY,GENERAL ACUTE HOSPITAL,55847.96799999999,110669.0,36739.0,18497.0,16794856.0,0.0,0.0,7256808.0,0.0,136151.0,735.0799999999999,264.68,0.0,,51.0,0.0,0.0,0.0,1050.76,55236.0,0.019023100876240134,0.0009233108842059526,0.0,151.75754728062964,131.3782315880947
RWY,RWY02,2011-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,54044.0,143248.0,30811.0,23233.0,18097376.0,0.0,0.0,0.0,0.0,66285.0,266.98,17.48,520.31,,70.54,10897156.0,,,875.31,54044.0,0.01619624750203538,0.001305232773295833,201.63489008955665,126.33597676756395,0.0
RWY,RWY02,2012-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,54044.0,143248.0,30811.0,23233.0,15726266.0,291214.0,0.0,0.0,0.0,66225.0,192.46,17.48,497.22,3.2,70.54,11038364.0,,,777.7,54044.0,0.01439012656354082,0.001305232773295833,204.24772407667825,109.7834943594326,0.0
RWY,RWY02,2013-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,54044.0,143248.0,30811.0,23233.0,20165292.0,467600.0,0.0,0.0,0.0,70524.0,163.2,118.18,170.5,7.06,92.0,11848589.0,,,543.88,54044.0,0.0100636518392421,0.0017023166308933462,219.2396750795648,140.77189210320563,0.0
RWY,RWY02,2014-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,54743.0,143680.0,37272.0,17471.0,20438016.0,284000.0,0.0,0.0,0.0,81329.0,41.0,131.0,290.0,7.0,162.0,10950041.0,,,624.0,54743.0,0.01139871764426502,0.002959282465338034,200.02632300020093,142.2467706013363,0.0
RWY,RWY02,2015-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,54743.0,143680.0,37272.0,17471.0,19221391.0,74232.0,0.0,0.0,0.0,85256.0,0.0,116.69,591.0,3.54,38.6,10817022.0,,,746.2900000000001,54743.0,0.013632610562080998,0.0007051129824817785,197.59644155417132,133.77916898663696,0.0
RWY,RWY02,2016-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,50694.0,101928.0,40134.0,9640.0,17514047.0,9860.0,0.0,0.0,0.0,77683.0,24.82,260.1,423.635,,85.23500000000001,11394418.0,,,793.7900000000001,49774.0,0.015947884437658218,0.001712440229838872,228.9230923775465,171.82763323130052,0.0
RWY,RWY02,2017-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,50694.0,101928.0,40134.0,9640.0,15753593.0,103184.0,0.0,0.0,0.0,77039.0,49.64,403.51,256.27,,131.87,11272899.0,,,841.29,49774.0,0.016902197934664683,0.002649375175794592,226.48167718085747,154.55608861156895,0.0
RWY,RWY02,2018-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,49777.0,121028.0,38633.0,10359.0,18046171.0,44811.0,0.0,0.0,0.0,69772.0,46.92,437.44,228.62,,137.31,10787000.0,0.0,,850.29,48992.0,0.017355690725016328,0.002802702482037884,220.17880470280863,149.10740489804013,0.0
RWY,RWY02,2019-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,49777.0,121028.0,38632.0,10359.0,12986009.0,0.0,0.0,0.0,0.0,57082.0,56.92,86.31,386.68,1.14,41.2,12209400.0,0.0,0.0,571.1100000000001,48991.0,0.01165744728623625,0.000840970790553367,249.21720315976404,107.29755924248934,0.0
RWY,RWY02,2020-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,45323.263999999996,121028.0,38632.0,10358.0,1552205.0,0.0,0.0,0.0,0.0,27393.0,424.52,92.71,0.0,,44.76,10324234.0,0.0,0.0,561.99,48990.0,0.011471524800979791,0.0009136558481322719,210.74166156358442,12.825172687312026,0.0
RWY,RWY02,2021-01-01,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,ACUTE - LARGE,CALDERDALE ROYAL HOSPITAL,GENERAL ACUTE HOSPITAL,45323.263999999996,121028.0,38633.0,10359.0,16994856.0,0.0,0.0,11124856.0,0.0,64749.0,321.78999999999996,133.0,0.0,,38.0,0.0,0.0,0.0,492.78999999999996,48992.0,0.010058580992815152,0.0007756368386675376,0.0,140.42086128829692,227.0749510124102
RX1,RX1CC,2011-01-01,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ACUTE - TEACHING,NOTTINGHAM CITY HOSPITAL,GENERAL ACUTE HOSPITAL,128506.0,353020.0,107166.0,21340.0,11892660.0,101296.0,68348081.0,0.0,0.0,229844.0,128.06,606.42,924.23,8.16,769.64144,26799177.0,,,2428.35144,128506.0,0.018896794235288623,0.005989147899708963,208.5441691438532,33.68834626933318,0.0
