Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - Occupied floor area (%),Not functionally suitable - Patient occupied floor area (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),Total Waste Cost (£),High Temperature Disposal Waste Weight (Tonnes),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Preparing for re-use volume (Tonnes),Other recovery volume (Tonnes),Waste recycling volume (Tonnes),"Waste recycling, recovery and preparing for re-use cost (£)",Patient/Visitor concession scheme provided (Yes/No),Total parking spaces available (No.),Designated parking spaces available for patients/visitors (No.),Designated disabled parking spaces (No.),Designated parking spaces available for staff (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for Staff parking (£),Do you charge for disabled parking (Yes/No/None),Cost of feeding one in-patient per day (patient meal day) (£),Ward food waste - unserved meals (%),Total in-patient main meals requested (No.),Gross cost of in-patient services (£)
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY513,BRIDGE HOUSE,SUPPORT FACILITY,929.00,929.00,99.00,2509.00,465.00,0.20,0.00,929.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,12000.00,343.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13971.00,266.00,1328.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,60.00,0.00,4.00,60.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY515,CAISTOR HEALTH CLINIC,TREATMENT CENTRE,601.00,551.00,99.00,1250.00,601.00,0.60,500.00,51.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31991.00,107891.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8148.00,233.00,1165.00,1005.00,0.00,0.00,4.16,0.00,0.00,0.00,0.00,430.00,No,16.00,10.00,4.00,6.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY520,FEN HOUSE,SUPPORT FACILITY,1003.00,1003.00,99.00,2508.00,1003.00,0.53,0.00,1003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108423.00,270116.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19093.00,63.00,313.00,900.00,0.47,0.00,0.00,0.00,0.00,14.00,2.71,3798.00,No,35.00,0.00,3.00,32.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY522,GAINSBOROUGH HEALTH CLINIC,TREATMENT CENTRE,541.00,541.00,99.00,1352.00,541.00,1.25,436.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,150000.00,15900.00,0.00,150454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43585.00,242872.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27912.00,721.00,3605.00,611.00,0.00,0.00,3.12,0.00,0.00,0.00,2.17,687.00,No,40.00,20.00,0.00,20.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY526,GRANTHAM HEALTH CLINIC,TREATMENT CENTRE,921.00,921.00,100.00,2313.00,470.00,0.19,761.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,12500.00,138900.00,34000.00,17440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42442.00,240295.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16827.00,226.00,1128.00,815.00,0.06,0.97,0.00,0.00,0.00,4.16,2.45,714.00,No,23.00,12.00,1.00,11.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY531,HORNCASTLE HEALTH CLINIC,TREATMENT CENTRE,904.00,775.00,99.00,2351.00,904.00,0.19,775.00,0.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,5000.00,0.00,0.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20749.00,225670.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9641.00,150.00,750.00,999.00,0.00,1.00,0.00,0.00,0.00,2.04,0.90,517.00,No,16.00,8.00,0.00,8.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY539,SKEGNESS HOSPITAL,COMMUNITY HOSPITAL,4110.00,4039.00,98.27,9818.00,3866.00,1.52,3255.00,784.00,4.62,0.00,0.88,39.00,32.00,1.00,5.00,0.00,29.98,27.98,6.42,0.00,0.00,0.00,35.62,100.00,0.00,216000.00,253300.00,290000.00,231523.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,372284.00,1559705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89641.00,1725.00,8627.00,5275.00,1.00,11.00,0.00,0.00,0.00,16.96,14.64,3287.00,No,84.00,50.00,6.00,34.00,1.00,0.00,Yes,11.09,4.60,42617.00,157591.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY541,MABLETHORPE HEALTH CLINIC,TREATMENT CENTRE,772.00,772.00,99.00,1930.00,772.00,0.20,566.00,207.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,1000.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44390.00,179490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83210.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.36,116.00,No,134.00,94.00,10.00,40.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY542,MARKET RASEN HEALTH CLINIC,TREATMENT CENTRE,553.00,553.00,99.00,1349.00,424.00,0.01,553.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,2200.00,11100.00,41000.00,9200.00,14734.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21612.00,149003.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8196.00,167.00,834.00,110.00,0.00,0.00,3.41,0.00,0.00,0.00,0.40,481.00,No,9.00,6.00,0.00,3.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY545,NORTH HYEKHAM HEALTH CENTRE,TREATMENT CENTRE,787.00,787.00,99.00,1972.00,787.00,0.41,787.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,20300.00,121416.00,86650.00,26245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33542.00,290013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12948.00,82.00,411.00,359.00,0.00,0.59,0.00,0.10,0.00,4.32,2.64,750.00,No,41.00,25.00,2.00,16.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY546,WELTON HOUSE,SUPPORT FACILITY,869.00,869.00,100.00,2173.00,712.00,0.20,0.00,869.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49968.00,202043.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No,50.00,0.00,5.00,50.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY551,RIVERSDALE HEALTH CLINIC,TREATMENT CENTRE,513.00,513.00,99.00,1423.00,241.00,0.11,388.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,1500.00,5500.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9529.00,136551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15677.00,102.00,508.00,1193.00,0.21,0.93,0.00,0.05,0.00,3.12,1.25,530.00,No,10.00,5.00,1.00,5.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY555,SKEGNESS HEALTH CLINIC,TREATMENT CENTRE,544.00,544.00,99.00,1440.00,544.00,0.15,450.00,94.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,4000.00,30500.00,33000.00,5814.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20980.00,178057.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8021.00,138.00,690.00,1455.00,0.47,1.09,0.00,0.00,0.00,4.01,0.08,441.00,No,13.00,7.00,1.00,6.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY567,THE JOHNSON COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,7453.00,7453.00,100.00,26519.00,5000.00,3.60,5145.00,2308.00,0.00,0.00,0.00,33.00,28.00,14.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,983358.00,1948262.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144410.00,1695.00,8476.00,5761.00,1.20,12.12,0.00,0.16,0.00,29.20,21.34,5271.00,No,207.00,141.00,7.00,59.00,0.00,0.00,No,10.88,4.30,31598.00,126747.00
RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY568,JOHN COUPLAND COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,5856.00,5856.00,99.00,14640.00,4802.00,2.18,4054.00,1802.00,11.14,0.00,0.00,23.00,20.00,5.00,0.00,0.00,1.09,2.13,54.55,3.20,0.00,0.00,39.03,100.00,9400.00,356750.00,358590.00,143300.00,380490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619962.00,2625747.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149643.00,2917.00,14586.00,5092.00,2.00,10.00,0.00,0.46,0.00,14.56,11.70,3921.00,No,138.00,72.00,9.00,66.00,0.00,0.00,No,8.20,3.00,27300.00,165502.00
RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE,AGGREGATE SITE,54461.00,50214.00,50.43,153231.00,17993.00,14.26,36601.00,13613.00,0.00,0.00,1.26,6.00,6.00,2.00,4.00,61.82,2.11,12.25,14.48,8.97,0.00,0.00,0.37,100.00,0.00,422673.00,516071.00,50946.00,487817.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4167745.00,4526311.00,0.00,0.00,0.00,0.00,0.00,416774.00,0.00,567296.00,25421.00,60456.00,87971.00,0.53,55.84,118.61,0.00,0.00,0.00,108.70,0.00,None,1201.00,358.00,102.00,835.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY7,WIRRAL COMMUNITY NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE,AGGREGATE SITE,17150.00,16156.00,21.00,39445.00,11420.00,8.00,10574.00,5583.00,26.84,22.29,21.74,0.00,0.00,0.00,0.00,24.50,30.00,0.00,5.20,10.00,15.00,0.00,15.30,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2233867.00,5164079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,453966.00,30509.00,77963.00,91497.00,80.10,0.00,115.00,5.00,0.00,0.00,172.00,47.00,No,1010.00,572.00,55.00,830.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY7,WIRRAL COMMUNITY NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY718,ST CATHERINE'S HOSPITAL,COMMUNITY HOSPITAL,11038.00,9328.00,100.00,25387.00,5757.00,3.06,8116.00,1212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,787785.00,4385874.00,343.00,0.00,0.00,0.00,0.00,0.00,0.00,239190.00,10832.00,26476.00,5503.00,5.70,0.00,63.00,0.00,0.00,0.00,94.00,47.00,None,518.00,245.00,31.00,273.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,27532.00,15678.00,82.66,57750.00,12091.00,5.71,9067.00,6535.00,13.33,13.33,0.13,11.00,10.00,0.00,0.00,23.33,10.33,10.00,10.00,10.00,6.03,6.67,23.64,100.00,0.00,48000.00,119000.00,34000.00,52000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,621526.00,3899179.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,301613.00,9234.00,32171.00,43212.00,23.28,0.00,99.59,2.27,0.00,0.00,79.83,8050.00,No,763.00,687.00,49.00,76.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY87V,ST OSWALD'S HOSPITAL,COMMUNITY HOSPITAL,7144.00,6038.00,90.00,19288.00,3164.00,1.22,3473.00,2565.00,0.00,0.00,0.00,24.00,19.00,10.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,751351.00,2195389.00,18632.00,0.00,0.00,0.00,0.00,0.00,0.00,153839.00,3830.00,9486.00,9745.00,1.65,0.00,28.78,0.65,0.00,0.00,47.43,4178.00,No,87.00,87.00,8.00,0.00,0.00,0.00,No,11.88,5.00,21891.00,260153.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AE,WHITWORTH HOSPITAL,COMMUNITY HOSPITAL,3040.00,3040.00,100.00,8367.00,2787.00,1.51,2446.00,594.00,0.00,0.00,0.00,21.00,16.00,11.00,4.00,0.00,1.00,47.00,0.00,9.00,0.00,0.00,43.00,100.00,195000.00,0.00,0.00,0.00,195000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280276.00,866084.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67317.00,2436.00,5981.00,8555.00,2.33,0.00,27.50,0.28,0.00,0.00,6.42,646.00,No,78.00,78.00,6.00,0.00,0.00,0.00,No,15.79,5.00,14086.00,222419.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AH,BUXTON HOSPITAL,COMMUNITY HOSPITAL,2176.00,1827.00,100.00,6264.00,1700.00,1.02,1227.00,600.00,33.00,0.00,16.00,10.00,8.00,1.00,0.00,0.00,1.00,27.00,0.00,1.00,0.00,0.00,71.00,100.00,0.00,1700000.00,0.00,0.00,1700000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,266628.00,998339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60926.00,3803.00,5714.00,8574.00,5.10,0.00,22.35,0.18,0.00,0.00,6.26,168.00,No,40.00,40.00,2.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AJ,WALTON HOSPITAL,COMMUNITY HOSPITAL,14241.00,10782.00,100.00,39600.00,14206.00,10.18,7858.00,2924.00,75.00,80.00,24.30,76.00,73.00,48.00,12.00,18.00,0.50,0.00,23.00,41.00,0.50,1.00,16.00,100.00,1185000.00,80000.00,107000.00,14000.00,1268000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984977.00,5107553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,273113.00,12332.00,34042.00,34682.00,3.88,0.00,102.95,1.10,0.00,0.00,46.65,4443.00,No,262.00,259.00,11.00,3.00,0.00,0.00,No,7.73,6.00,94034.00,727087.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8AK,ASH GREEN,COMMUNITY HOSPITAL,3909.00,3909.00,100.00,10700.00,3569.00,1.56,2895.00,1014.00,0.00,0.00,0.00,13.00,10.00,0.00,13.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,15150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,312029.00,865537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63485.00,1351.00,3938.00,4372.00,0.23,0.00,17.43,0.47,0.00,0.00,8.30,825.00,No,119.00,119.00,4.00,0.00,0.00,0.00,No,27.39,2.00,3448.00,107230.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8DE,BABINGTON HOSPITAL,COMMUNITY HOSPITAL,9381.00,9330.00,100.00,26453.00,4966.00,2.60,2593.00,6737.00,62.00,0.00,0.10,25.00,19.00,8.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,98.00,100.00,125000.00,655000.00,80000.00,11000.00,783000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672834.00,3146991.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180678.00,5382.00,19125.00,19786.00,1.96,0.00,60.77,0.93,0.00,0.00,91.53,11244.00,No,220.00,216.00,9.00,4.00,0.00,0.00,No,9.74,5.00,26929.00,262358.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8DF,HEANOR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,1414.00,1414.00,100.00,3458.00,1174.00,0.50,825.00,589.00,49.00,8.00,0.00,15.00,12.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,64.00,100.00,775000.00,120000.00,10000.00,0.00,896000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,140534.00,356033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31245.00,1236.00,3084.00,3382.00,1.28,0.00,11.25,0.09,0.00,0.00,6.43,798.00,No,45.00,45.00,4.00,0.00,0.00,0.00,No,14.09,0.00,12964.00,182725.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8DG,RIPLEY HOSPITAL,COMMUNITY HOSPITAL,3653.00,3653.00,100.00,6242.00,2985.00,0.86,3213.00,440.00,0.00,0.00,0.00,20.00,17.00,12.00,0.00,28.00,0.00,43.00,0.00,0.00,0.00,0.00,29.00,100.00,42000.00,390000.00,16000.00,0.00,432000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,209847.00,1426574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60518.00,1411.00,3506.00,8090.00,2.13,0.00,24.84,0.37,0.00,0.00,9.17,1183.00,No,75.00,0.00,6.00,0.00,0.00,0.00,No,12.35,0.00,18024.00,222600.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NA,NEWHOLME HOSPITAL,COMMUNITY HOSPITAL,5521.00,5521.00,100.00,15200.00,4218.00,1.91,2784.00,2737.00,6.00,10.00,0.00,36.00,27.00,2.00,5.00,0.00,0.00,26.00,1.00,18.00,0.00,0.00,55.00,100.00,0.00,325000.00,13000.00,5000.00,326000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,375443.00,1739055.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105604.00,7509.00,19338.00,11768.00,1.65,0.00,39.99,0.56,0.00,0.00,6.41,643.00,No,121.00,106.00,10.00,15.00,0.00,0.00,No,8.42,7.00,34185.00,287766.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NR,CLAY CROSS HOSPITAL,COMMUNITY HOSPITAL,3094.00,3094.00,100.00,8700.00,3094.00,1.29,1808.00,1286.00,15.00,27.00,0.00,17.00,15.00,1.00,2.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,45000.00,13725.00,0.00,45000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303917.00,994258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70924.00,2623.00,7948.00,6409.00,1.80,0.00,24.78,0.28,0.00,0.00,13.01,1343.00,No,102.00,98.00,8.00,5.00,0.00,0.00,No,10.44,6.00,19611.00,204769.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NT,BOLSOVER HOSPITAL,COMMUNITY HOSPITAL,4195.00,4195.00,100.00,11103.00,4195.00,2.98,2129.00,2066.00,30.00,42.00,0.00,30.00,26.00,1.00,5.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,165000.00,72000.00,72000.00,179000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,536112.00,2156152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127933.00,4188.00,13958.00,10502.00,2.14,0.00,36.22,0.37,0.00,0.00,92.67,1352.00,No,81.00,70.00,5.00,11.00,0.00,0.00,No,9.49,6.00,30803.00,292341.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8NW,CAVENDISH HOSPITAL,COMMUNITY HOSPITAL,3101.00,3101.00,100.00,8570.00,1261.00,0.79,2183.00,963.00,35.00,17.00,0.00,21.00,17.00,2.00,2.00,0.00,18.00,0.00,0.00,82.00,0.00,0.00,0.00,100.00,10000.00,355000.00,0.00,0.00,355000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222691.00,792790.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56114.00,400.00,1024.00,7272.00,0.99,0.00,24.16,0.28,0.00,0.00,5.30,411.00,No,46.00,46.00,9.00,0.00,0.00,0.00,No,10.24,6.00,19104.00,195537.00
RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY8RH,ILKESTON HOSPITAL,COMMUNITY HOSPITAL,10191.00,10021.00,100.00,21255.00,10386.00,4.12,6023.00,3998.00,16.00,21.00,1.00,59.00,26.00,4.00,4.00,0.00,10.00,0.00,90.00,0.00,0.00,0.00,0.00,100.00,65000.00,195000.00,115000.00,11000.00,265000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1102538.00,3089867.00,0.00,0.00,0.00,0.00,0.00,35727.00,0.00,199462.00,15109.00,37627.00,28675.00,35.14,0.00,65.14,1.02,0.00,0.00,47.12,7751.00,No,139.00,139.00,4.00,0.00,0.00,0.00,No,9.45,5.00,38688.00,365769.00
