Trust Code,Trust Name,Old Commissioning Region,New Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Depreciation (£),PDC (£),Leases (£),Rent and Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged (kWh),How many kWh were discharged to use (kWh),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),Water and sewerage cost (£),Water volume (including borehole) (m³),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),WEEE waste cost (£),WEEE waste volume (Tonnes),Other waste costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry (Select),Portering service cost (£),Portering staff (WTE)
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AAV,CROMWELL HOUSE,4. Mental Health (including Specialist services),1. Freehold,,WR3 8AJ,35584.00,0.00,0.00,2786.00,0.00,0.00,Not Applicable,35942.00,983.00,1117.00,1217.00,0.00,436.00,436.00,100.00,1025.00,0.05,0.00,422.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,3890.00,26944.00,2185.00,61151.00,0.00,0.00,0.00,0.00,0.00,0.00,946.00,6551.00,1112.00,7704.00,0.00,0.00,0.00,0.00,1711.00,661.00,43.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1558.00,1.48,0.00,0.00,0.00,0.00,417.00,3.05,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,No,18117.00,1.13,15930.00,10402.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ACG,PRINCESS OF WALES HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,B61 0BB,1054983.00,0.00,0.00,17850.00,0.00,0.00,Not Applicable,259508.00,12063.00,29143.00,11906.00,157253.00,11445.00,11445.00,100.00,26919.00,5.71,0.00,8614.00,2831.00,0.00,0.00,0.00,5.00,0.00,63.00,20.00,143.00,0.00,0.00,11.00,11.60,0.00,1.79,38.00,23.00,0.00,0.00,33631.00,415728.00,395417.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,123409.00,744292.00,102380.00,2976069.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,30003.00,35287.00,212818.00,0.00,0.00,0.00,11188.00,20854.00,8343.00,1162.00,6.70,0.00,0.00,806.00,24.94,0.00,0.00,0.00,0.00,7644.00,17.06,0.00,0.00,0.00,0.00,16223.00,48.78,0.00,0.00,2387.00,2.72,492.00,66800.00,359.00,24.00,0.00,1.16,0.00,Yes,659997.00,23.70,620761.00,58170.00,58599.00,132702.00,3. Hybrid,No,98655.00,3.85
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ACW,PERSHORE HOSPITAL,7. Community hospital (with inpatient beds),5. SLA/lease from public sector,3. Leased and part serviced,WR10 1PS,3235.00,0.00,0.00,464931.00,0.00,0.00,0.00,64266.00,722.00,8440.00,5546.00,4512.00,1830.00,1830.00,0.00,4279.00,Not Applicable,Not Applicable,1572.00,258.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,15815.00,19251.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,20554.00,107901.00,14509.00,397388.00,0.00,0.00,0.00,0.00,0.00,0.00,4997.00,26233.00,5877.00,30852.00,0.00,0.00,0.00,0.00,3842.00,1487.00,3676.00,9.69,0.00,0.00,2238.00,2.09,Not Applicable,Not Applicable,0.00,0.00,1056.00,2.61,0.00,0.00,0.00,0.00,596.00,3.12,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,15.00,2.00,0.00,1.00,0.00,No,110930.00,3.56,143700.00,27006.00,30516.00,71711.00,3. Hybrid,No,21907.00,1.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ACY,OSBORNE COURT,5. Learning Disabilities,1. Freehold,,WR14 1JE,116249.00,0.00,0.00,6391.00,0.00,0.00,Not Applicable,119679.00,6883.00,4150.00,4233.00,0.00,2109.00,2109.00,100.00,4956.00,1.20,0.00,1381.00,728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,9.50,12.41,21.38,0.00,21.00,0.00,0.00,0.00,64979.00,177564.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,15513.00,101853.00,25319.00,650909.00,0.00,0.00,0.00,0.00,0.00,0.00,3771.00,24763.00,4436.00,29123.00,0.00,0.00,0.00,0.00,17943.00,2026.00,210.00,0.15,0.00,0.00,1829.00,4.69,0.00,0.00,0.00,0.00,1809.00,3.77,0.00,0.00,0.00,0.00,2753.00,4.94,0.00,0.00,0.00,0.00,0.00,0.00,53.00,3.00,0.00,0.00,0.00,No,35951.00,1.47,21342.00,14322.00,4362.00,10250.00,3. Hybrid,No,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ADC,MALVERN COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,WR14 1EX,637975.00,0.00,0.00,172459.00,0.00,0.00,Not Applicable,109443.00,7697.00,31533.00,4277.00,4503.00,3936.00,3936.00,100.00,9273.00,1.32,0.00,3080.00,856.00,0.00,0.00,0.00,13.00,0.00,14.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,14409.00,291.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,73485.00,439823.00,28591.00,697846.00,0.00,0.00,0.00,0.00,0.00,0.00,17865.00,106930.00,21012.00,125760.00,0.00,0.00,0.00,5256.00,17078.00,3797.00,6200.00,5.70,0.00,0.00,10011.00,26.55,0.00,0.00,0.00,0.00,2390.00,4.81,0.00,0.00,0.00,0.00,3480.00,6.07,0.00,0.00,529.00,0.32,123.00,25239.00,115.00,10.00,0.00,1.16,0.00,No,203334.00,6.48,158162.00,26064.00,30847.00,72488.00,3. Hybrid,No,93766.00,3.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AHM,TIMBERDINE UNIT,7. Community hospital (with inpatient beds),5. SLA/lease from public sector,1. Leased and fully serviced by the Trust,WR5 2DD,0.00,0.00,0.00,31692.00,0.00,2285.00,0.00,83847.00,6863.00,16139.00,2009.00,4671.00,2269.00,2269.00,100.00,5331.00,Not Applicable,Not Applicable,1786.00,483.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,13.00,0.00,0.00,7.00,39.00,0.00,0.00,0.00,4464.00,11805.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,24928.00,134228.00,22253.00,613505.00,0.00,0.00,0.00,0.00,0.00,0.00,6061.00,32633.00,7128.00,38380.00,0.00,0.00,0.00,0.00,8425.00,2977.00,4829.00,5.54,0.00,0.00,11156.00,27.61,Not Applicable,Not Applicable,0.00,0.00,1702.00,4.57,0.00,0.00,0.00,0.00,3598.00,16.05,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,44.00,2.00,0.00,0.00,0.00,No,211947.00,6.50,283286.00,41625.00,42869.00,100739.00,3. Hybrid,No,0.00,0.00
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ALJ,KIDDERMINSTER GENERAL HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,DY11 6RJ,111352.00,0.00,0.00,0.00,0.00,111625.00,Not Applicable,132126.00,1814.00,8258.00,5064.00,25635.00,4267.00,4267.00,78.00,10028.00,0.00,0.00,2261.00,2006.00,0.00,0.00,0.00,74.00,0.00,20.00,0.00,0.00,0.00,0.00,33.20,22.30,24.21,11.13,0.00,5.00,0.00,0.00,8500.00,700562.00,48067.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,8945.00,36713.00,34146.00,695503.00,0.00,0.00,0.00,0.00,0.00,0.00,37184.00,152618.00,6089.00,24990.00,0.00,0.00,0.00,0.00,15522.00,2602.00,448.00,1.75,0.00,0.00,449.00,5.83,0.00,0.00,0.00,0.00,5958.00,9.64,0.00,0.00,0.00,0.00,4345.00,9.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.05,Yes,177449.00,6.06,107212.00,30222.00,22183.00,52127.00,3. Hybrid,No,10552.00,0.50
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1ALK,NEWTOWN HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,,WR5 1JG,390745.00,0.00,97035.00,0.00,659033.00,0.00,Not Applicable,189222.00,5173.00,12338.00,7832.00,4536.00,6767.00,6223.00,100.00,13529.00,1.78,0.00,4842.00,1381.00,0.00,0.00,0.00,118.00,0.00,9.00,32.00,0.00,0.00,0.00,14.50,10.50,6.93,6.16,9.00,7.00,0.00,0.00,135884.00,752374.00,240930.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,56748.00,285080.00,100161.00,1181550.00,0.00,0.00,0.00,0.00,0.00,0.00,13919.00,69925.00,36405.00,182881.00,0.00,0.00,0.00,0.00,51961.00,7481.00,1855.00,1.00,0.00,0.00,1942.00,5.46,0.00,0.00,0.00,0.00,6047.00,8.99,0.00,0.00,0.00,0.00,7139.00,17.72,0.00,0.00,0.00,0.00,0.00,0.00,32.00,2.00,0.00,1.50,0.00,Yes,326120.00,8.82,304248.00,26457.00,18812.00,44206.00,3. Hybrid,No,82758.00,2.80
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1AORS,OTHER REPORTABLE SITES,Other Reportable Site,,,WR4 9RW,590302.00,0.00,0.00,1170151.00,0.00,149724.00,0.00,183576.00,10928.00,247431.00,34877.00,13124.00,20423.00,19598.00,41.40,48079.00,Not Applicable,Not Applicable,11013.00,8585.00,0.00,0.00,0.00,102.00,191.00,333.00,3036.00,0.00,0.00,0.00,14.60,18.44,4.54,2.00,0.00,4.00,0.00,0.00,264544.00,2062499.00,1207768.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,85585.00,460367.00,105255.00,2462455.00,629.00,27889.00,0.00,0.00,0.00,0.00,34224.00,178434.00,35870.00,177948.00,0.00,0.00,0.00,0.00,31349.00,9612.00,13637.00,12.00,0.00,0.00,2053.00,5.60,0.00,0.00,254.00,2.50,33346.00,93.89,0.00,0.00,0.00,0.00,24750.00,102.20,0.00,0.00,1039.00,1.00,0.00,0.00,863.00,65.00,1.00,0.00,0.00,No,443048.00,17.81,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1C03,WESTERN COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,SO16 4XE,259846.00,175038.00,0.00,64829.00,0.00,0.00,Not Applicable,191265.00,7696.00,0.00,363.00,29353.00,3448.00,3120.00,53.00,8620.00,3.00,0.00,1939.00,1181.00,0.00,0.00,0.00,0.00,0.00,0.00,707.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,222600.00,90100.00,120310.00,255460.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,53011.00,436907.00,21483.00,1118916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7579.00,0.00,0.00,0.00,15702.00,4085.00,324.00,0.44,50.00,0.16,1238.00,5.41,0.00,0.00,0.00,0.00,7629.00,15.15,0.00,0.00,0.00,0.00,12365.00,29.63,0.00,0.00,769.00,1.17,0.00,0.00,93.00,5.00,0.00,0.00,0.00,None,211045.00,7.36,278915.00,26480.00,17704.00,49177.00,1. Full service – Contracted,No,82422.00,2.80
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1C34,ROYAL SOUTH HANTS HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,SO14 0YG,55420.00,10969.00,991713.00,0.00,0.00,1308311.00,0.00,12515.00,0.00,0.00,0.00,0.00,6899.00,6743.00,33.00,17242.00,Not Applicable,Not Applicable,5587.00,1156.00,0.00,0.00,0.00,0.00,0.00,0.00,618.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,9.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,0.00,0.00,942.00,2.67,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,1699.00,2.05,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,466301.00,16.92,57603.00,16261.00,63994.00,161007.00,1. Full service – Contracted,No,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1CD4,ST MARY'S COMMUNITY HEALTH CAMPUS,7. Community hospital (with inpatient beds),1. Freehold,,PO3 6AD,503373.00,435255.00,0.00,159280.00,0.00,0.00,Not Applicable,303175.00,10236.00,0.00,4591.00,375085.00,11836.00,9400.00,68.00,17951.00,1.93,0.00,7321.00,2079.00,0.00,0.00,0.00,28.00,0.00,210.00,695.00,209.00,0.00,0.00,0.00,0.00,0.00,30.00,8.00,0.00,0.00,350880.00,280840.00,283560.00,197880.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,169859.00,1424231.00,35465.00,1849049.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17602.00,0.00,0.00,0.00,42574.00,13703.00,1299.00,1.91,2178.00,6.53,1217.00,5.32,0.00,0.00,0.00,0.00,11749.00,29.13,0.00,0.00,0.00,0.00,8569.00,35.56,0.00,0.00,1726.00,4.19,0.00,59578.00,170.00,18.00,0.00,1.20,0.00,No,540151.00,20.85,255609.00,21608.00,13122.00,38593.00,1. Full service – Contracted,No,49694.00,2.08
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1CF2,ST JAMES HOSPITAL,3. Mixed service hospital,1. Freehold,,PO4 8LD,464420.00,442990.00,329500.00,96049.00,0.00,376812.00,Not Applicable,112335.00,20780.00,0.00,1391.00,292340.00,10380.00,8681.00,41.00,25950.00,8.89,0.00,5944.00,2737.00,0.00,0.00,0.00,4.00,0.00,8.00,428.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,249200.00,269000.00,210000.00,309000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,23177.00,1202772.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9996.00,0.00,0.00,0.00,17948.00,5570.00,1832.00,0.87,239.00,1.90,1182.00,5.17,0.00,0.00,400.00,0.88,7282.00,16.73,0.00,0.00,0.00,0.00,22222.00,39.16,0.00,0.00,308.00,0.35,0.00,0.00,259.00,16.00,0.00,0.00,0.00,No,607783.00,19.13,534495.00,74256.00,16917.00,39342.00,1. Full service – Contracted,No,73080.00,3.06
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1CF5,JUBILEE HOUSE,8. Other inpatient,1. Freehold,,PO6 3NH,38717.00,18074.00,0.00,3160.00,0.00,0.00,Not Applicable,39446.00,4388.00,0.00,426.00,54903.00,1271.00,1189.00,100.00,3177.00,0.95,0.00,1006.00,183.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,164000.00,73000.00,178000.00,150000.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,11125.00,85200.00,5824.00,302234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3258.00,0.00,0.00,0.00,9147.00,2555.00,211.00,0.36,5459.00,16.09,0.00,0.00,0.00,0.00,0.00,0.00,1099.00,2.20,0.00,0.00,0.00,0.00,4705.00,17.47,0.00,0.00,0.00,0.00,0.00,0.00,17.00,1.00,0.00,0.00,0.00,None,0.00,0.00,117336.00,28392.00,31212.00,85840.00,1. Full service – Contracted,No,0.00,0.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,SOUTH EAST COMMISSIONING REGION,COMMUNITY,R1CORS,OTHER REPORTABLE SITES,Other Reportable Site,,,SO16 4XE,423220.00,196732.00,3500340.00,940559.00,0.00,439206.00,0.00,310204.00,26142.00,0.00,1116.00,333020.00,19760.00,17913.00,99.00,47456.00,Not Applicable,Not Applicable,10947.00,6966.00,0.00,0.00,0.00,95.00,87.00,192.00,4743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210430.00,427506.00,395900.00,723940.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,53388.00,415959.00,12657.00,655584.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10776.00,0.00,0.00,0.00,9678.00,2241.00,5639.00,2.74,3209.00,8.27,48.00,0.21,0.00,0.00,0.00,0.00,12422.00,28.88,0.00,0.00,0.00,0.00,14782.00,28.79,0.00,0.00,2265.00,1.48,0.00,0.00,296.00,18.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00,4. No service,Not Applicable,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1D21,LUDLOW HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,SY8 1QX,76617.00,24120.00,165953.00,0.00,0.00,78256.00,0.00,202947.00,0.00,7481.00,156512.00,91489.00,4832.00,3908.00,100.00,10004.00,Not Applicable,Not Applicable,2733.00,1175.00,0.00,0.00,0.00,15.00,0.00,2.00,47.00,48.00,0.00,0.00,0.00,0.00,13.00,0.00,1.00,3.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,89.00,7.00,0.00,0.00,0.00,No,175984.00,7.33,198851.00,20805.00,18456.00,60300.00,3. Hybrid,No,42330.00,1.61
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1D22,BRIDGNORTH HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,WV16 4EU,313895.00,254827.00,0.00,69702.00,0.00,39432.00,Not Applicable,168609.00,212.00,18380.00,29588.00,3372.00,5001.00,4632.00,100.00,12506.00,1.09,0.00,3600.00,1032.00,0.00,0.00,0.00,72.00,0.00,3.00,48.00,108.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,63450.00,13500.00,51300.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,53462.00,377580.00,33309.00,90931.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6086.00,2184.00,1240.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,3888.00,1.37,7130.00,33.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,4.00,0.00,0.00,0.00,No,134086.00,5.83,154432.00,28835.00,19239.00,63127.00,3. Hybrid,No,9882.00,0.56
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MIDLANDS COMMISSIONING REGION,COMMUNITY,R1D25,BISHOP'S CASTLE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,SY9 5AJ,74004.00,57577.00,0.00,10795.00,0.00,7256.00,Not Applicable,38368.00,0.00,1793.00,13375.00,4471.00,807.00,727.00,100.00,2066.00,0.15,0.00,554.00,173.00,0.00,0.00,0.00,4.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,168750.00,108000.00,41850.00,40500.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,26425.00,44137.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5611.00,4376.00,832.00,1.73,0.00,0.00,0.00,0.00,0.00,0.00,1546.00,12.70,5.00,8.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1.00,0.00,0.00,0.00,No,74789.00,2.92,39532.00,12045.00,9128.00,29078.00,3. Hybrid,No,0.00,0.00
