Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Hard FM (Estates) costs (£),Soft FM (Hotel Services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Income from services provided to other organisations (£),Gross internal site floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Un-utilised space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to present (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),CHP units operated on the site (No.),Full load rating of the electrical generator plant (kW),Fossil energy input to the CHP system/s (kWh),Thermal energy output of the CHP system/s (kWh),Electrical energy output of the CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy cost (all energy supplies) (£),Electricity consumed - utility (kWh),Gas consumed - utility (kWh),Oil  consumed - utility (kWh),Coal consumed - utility (kWh),Electricity consumed - local (kWh),Steam consumed - local (kWh),Hot water consumed - local (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Water and sewage cost (£),Water volume (including borehole) (m³),Waste cost (£),Preparing for re-use volume (Tonnes),Waste recycling volume (Tonnes),Other recovery volume (Tonnes),High temperature disposal waste weight (Tonnes),High temperature disposal waste weight involving combustion with energy recovery (Tonnes),Non burn treatment (alternative treatment plant) disposal waste weight (Tonnes),Landfill disposal waste weight (Tonnes),Waste electrical and electronic equipment (WEEE) weight (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Do you charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),In-patient food services cost (£),In-patient main meals requested (No.),Cost of feeding one in-patient per day (in-patient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Portering (internal patient transport) service cost (£),Portering staff (WTE),Occupied floor area (m²),Occupied beds (No.),PFI Unitary charges (£),Hard FM (Estates) costs (£),Soft FM (Hotel  Services) costs (£),Maintenance service costs (£),Energy cost (all energy supplies) (£),Energy consumed (all energy supplies) (kWh),Waste cost (£),Waste disposal weight (Tonnes),Cost of in-patient food services (£),In-patient main meals requested (No.),Cleaning services costs (£),Number of cleaning staff (No.),Laundry and linen service cost (£),Laundry and linen pieces per annum (No.),Portering (internal patient transport) service cost (£),Number of Portering (internal patient transport) staff (WTE)
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1ALJ,KIDDERMINSTER GENERAL HOSPITAL,GENERAL ACUTE HOSPITAL,1160813.00,213469.00,330838.00,45262.00,0.00,0.00,0.00,4588.00,3855.00,100.00,10782.00,3117.00,0.29,2010.00,1845.00,10.12,12.51,22.01,18.00,16.00,0.00,5.00,0.00,0.00,0.00,0.00,79.60,20.40,0.00,0.00,0.00,100.00,0.00,8943.00,629952.00,47478.00,50752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80100.00,267318.00,751649.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6488.00,5622.00,7569.00,0.00,12.00,0.00,1.00,0.00,0.00,17.00,0.00,424.00,20.00,1.13,0.05,Yes,123479.00,6.53,79969.00,18234.00,13.09,8246.00,21863.00,1775.00,0.10,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1ALK,NEWTOWN HOSPITAL,GENERAL ACUTE HOSPITAL,1975502.00,512422.00,662287.00,102915.00,0.00,0.00,28280.00,7431.00,5157.00,100.00,17463.00,6121.00,1.78,2839.00,2235.00,9.72,6.76,30.60,41.00,36.00,9.00,7.00,0.00,0.00,0.00,0.00,85.90,0.00,0.00,0.00,14.10,100.00,0.00,80164.00,584020.00,430180.00,115136.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,202028.00,526775.00,3743416.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48192.00,39455.00,14083.00,0.00,22.20,0.00,0.99,0.85,0.00,30.86,0.00,150.00,3.00,1.13,0.05,Yes,343408.00,7.57,148495.00,39804.00,11.19,16492.00,48917.00,3727.00,0.21,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,655243.00,428745.00,5978666.00,225089.00,0.00,0.00,265912.00,35857.00,35402.00,99.00,94775.00,24364.00,12.57,19579.00,16217.00,1.60,0.00,0.65,46.00,28.00,90.00,55.00,0.00,33.61,15.57,5.01,12.17,17.58,4.86,0.00,11.20,100.00,425870.00,1025.00,595747.00,344322.00,506234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,282213.00,1364330.00,3375515.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42872.00,19203.00,52183.00,1.94,54.61,139.76,13.36,0.00,23.87,5.09,2.30,481.00,33.00,0.00,0.00,No,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C03,WESTERN COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,2496660.00,1075415.00,1031391.00,66562.00,0.00,0.00,386798.00,3097.00,2802.00,55.00,7604.00,3097.00,1.60,1542.00,1260.00,0.00,0.00,0.00,37.00,20.00,2.00,35.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,159907.00,0.00,155636.00,6586.00,163512.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72114.00,447005.00,873339.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12810.00,3510.00,9171.00,0.22,5.18,6.55,3.15,0.00,2.40,3.34,0.20,84.00,3.00,0.00,0.00,No,203385.00,9.06,55178.00,10841.00,5.09,12008.00,29120.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C34,ROYAL SOUTH HANTS HOSPITAL,COMMUNITY HOSPITAL,68575.00,2279923.00,2259449.00,68575.00,0.00,0.00,0.00,9899.00,9675.00,33.00,28967.00,2682.00,1.67,3610.00,6066.00,0.01,0.00,0.00,67.00,67.00,11.00,0.00,0.00,0.00,0.00,0.00,53.00,24.00,0.00,0.00,23.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1026.00,0.00,13558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5534.00,0.00,20.95,37.39,10.95,0.00,0.00,0.00,0.00,187.00,12.00,1.05,0.08,No,335019.00,14.64,34569.00,6023.00,5.74,52044.00,18863.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C46,ROMSEY HOSPITAL,COMMUNITY HOSPITAL,32405.00,23130.00,24206.00,3795.00,0.00,0.00,0.00,38.00,38.00,4.00,170.00,59.00,0.06,38.00,16.00,2.47,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,5.00,3931.00,157.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,998.00,5455.00,6624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.00,41.00,245.00,0.00,0.13,0.57,0.07,0.00,0.07,0.14,0.00,2.00,0.00,0.00,0.00,No,0.00,0.00,7561.00,653.00,11.58,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C70,GOSPORT WAR MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,158038.00,197135.00,207010.00,8724.00,0.00,0.00,0.00,382.00,381.00,3.00,954.00,259.00,0.08,281.00,69.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,40.00,100.00,0.00,2094.00,2668.00,7678.00,2398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5170.00,32299.00,61814.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1189.00,407.00,943.00,0.00,0.66,2.38,0.30,0.00,0.42,0.29,0.01,7.00,1.00,0.50,0.02,No,0.00,0.00,9925.00,1643.00,12.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CD4,ST MARY'S COMMUNITY HEALTH CAMPUS,COMMUNITY HOSPITAL,5066519.00,1454432.00,2117076.00,139854.00,0.00,0.00,1331061.00,6393.00,5077.00,44.00,17064.00,1704.00,1.32,2582.00,2389.00,15.42,0.00,15.42,7.00,7.00,6.00,0.00,0.00,0.00,0.00,20.00,0.00,80.00,0.00,0.00,0.00,100.00,119856.00,0.00,121484.00,108878.00,94051.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,146762.00,813511.00,1328350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11772.00,4897.00,15211.00,1.88,10.74,12.99,5.40,0.00,2.37,2.10,0.04,92.00,11.00,1.20,0.00,No,0.00,0.00,50436.00,4203.00,12.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CD8,PETERSFIELD HOSPITAL,COMMUNITY HOSPITAL,142019.00,105930.00,109933.00,2492.00,0.00,0.00,0.00,105.00,105.00,2.00,261.00,70.00,0.02,73.00,24.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,22.00,2412.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2798.00,13787.00,33312.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,333.00,137.00,289.00,0.00,0.39,0.41,0.10,0.00,0.16,0.05,0.00,2.00,0.00,0.50,0.00,No,0.00,0.00,4540.00,374.00,12.14,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF2,ST JAMES HOSPITAL,LONG STAY HOSPITAL,18439.00,2880052.00,679424.00,15643.00,0.00,0.00,108886.00,8693.00,7387.00,23.00,22503.00,6013.00,5.67,2787.00,4599.00,1.11,0.00,11.12,7.00,6.00,0.00,5.00,0.00,1.00,2.00,1.00,0.00,1.00,10.00,10.00,75.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12606.00,7.58,7.58,25.79,0.20,0.00,0.51,1.11,0.00,253.00,16.00,0.00,0.00,No,294364.00,15.00,198960.00,16580.00,12.00,18863.00,47130.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF4,FAREHAM COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,0.00,0.00,122403.00,0.00,0.00,0.00,0.00,222.00,222.00,8.00,534.00,239.00,0.11,177.00,37.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,714398.00,170024.00,2630482.00,2152212.00,0.00,0.00,57999.00,14312.00,12420.00,100.00,32774.00,8998.00,4.06,3724.00,6003.00,0.00,0.00,0.00,122.00,113.00,8.00,15.00,0.00,10.55,9.54,16.20,0.00,41.93,0.00,0.00,21.78,100.00,0.00,0.00,480000.00,221000.00,291000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279673.00,891054.00,4563320.00,0.00,0.00,0.00,0.00,0.00,369787.00,0.00,40254.00,18814.00,128514.00,0.00,76.69,0.00,2.60,0.00,56.60,155.85,4.80,249.00,19.00,0.00,0.00,No,474509.00,22.22,445702.00,132372.00,10.50,80694.00,242732.00,87354.00,4.20,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D21,LUDLOW HOSPITAL,COMMUNITY HOSPITAL,178599.00,42506.00,657620.00,538053.00,0.00,0.00,0.00,4832.00,3908.00,100.00,10004.00,2436.00,1.23,1900.00,2008.00,0.00,0.00,15.00,40.00,36.00,0.00,7.00,0.00,0.00,4.74,1.88,0.00,65.83,0.00,0.00,27.55,100.00,0.00,0.00,100000.00,50000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80270.00,265972.00,1437710.00,0.00,0.00,0.00,0.00,0.00,110378.00,0.00,12721.00,4778.00,31824.00,0.00,23.50,0.00,1.10,0.00,17.42,34.99,1.10,88.00,7.00,0.00,0.00,No,150075.00,7.33,159426.00,39875.00,11.99,25306.00,83522.00,43080.00,1.61,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D22,BRIDGNORTH HOSPITAL,COMMUNITY HOSPITAL,214319.00,51007.00,789144.00,645663.00,0.00,0.00,0.00,5001.00,4632.00,100.00,12506.00,3567.00,1.09,2789.00,1843.00,0.00,0.00,0.00,25.00,24.00,3.00,0.00,0.00,42.20,33.40,0.00,0.00,0.00,0.00,0.00,24.40,100.00,0.00,0.00,100000.00,60000.00,6000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80644.00,236449.00,162006.00,0.00,0.00,0.00,0.00,0.00,117943.00,0.00,6842.00,3114.00,32833.00,0.00,15.91,0.00,0.20,0.00,11.28,45.67,1.10,60.00,4.00,0.00,0.00,No,124909.00,5.83,76588.00,31755.00,10.95,18026.00,58571.00,9572.00,0.56,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D25,BISHOP'S CASTLE HOSPITAL,COMMUNITY HOSPITAL,35719.00,8501.00,131524.00,107612.00,0.00,0.00,0.00,807.00,727.00,100.00,2066.00,730.00,0.15,554.00,173.00,0.00,0.00,0.00,25.00,23.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,100000.00,0.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9847.00,42140.00,127506.00,0.00,0.00,0.00,0.00,0.00,17488.00,0.00,4798.00,3574.00,21691.00,0.00,3.60,0.00,0.00,0.00,4.92,14.70,0.80,12.00,1.00,0.00,0.00,No,61348.00,2.61,35661.00,25699.00,4.16,9524.00,22799.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D34,WHITCHURCH HOSPITAL,COMMUNITY HOSPITAL,142879.00,34005.00,526096.00,430442.00,0.00,0.00,57999.00,3672.00,3153.00,100.00,8198.00,2265.00,1.59,1174.00,1979.00,0.00,0.00,0.00,32.00,30.00,2.00,8.00,0.00,0.00,0.00,62.90,0.00,1.90,0.00,0.00,35.20,100.00,0.00,0.00,180000.00,111000.00,291000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70053.00,150233.00,1114550.00,0.00,0.00,0.00,0.00,0.00,62347.00,0.00,9204.00,4212.00,20747.00,0.00,20.90,0.00,0.90,0.00,13.55,34.72,1.00,89.00,7.00,0.00,0.00,No,138177.00,6.45,174027.00,35043.00,14.88,27837.00,77840.00,34702.00,2.03,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1E56,HAYWOOD HOSPITAL,COMMUNITY HOSPITAL,469552.00,839823.00,1309375.00,767464.00,0.00,0.00,0.00,16684.00,16684.00,100.00,42146.00,10861.00,3.53,10172.00,6512.00,0.00,0.00,0.00,127.00,117.00,40.00,0.00,73.97,0.00,14.60,6.43,0.00,0.00,0.00,5.00,0.00,100.00,0.00,14689.00,1391.00,12782.00,14925.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380531.00,2106535.00,5168931.00,3528.00,0.00,0.00,0.00,0.00,0.00,0.00,61445.00,15640.00,27576.00,0.00,11.73,98.00,3.16,0.00,49.65,0.00,0.00,322.00,42.00,0.67,0.03,No,339853.00,14.10,447176.00,130399.00,10.04,52794.00,146835.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1E75,LONGTON HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,129213.00,77104.00,206317.00,145084.00,0.00,0.00,0.00,3154.00,3154.00,100.00,10194.00,2439.00,0.85,17.00,506.00,0.00,0.00,0.00,30.00,28.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,32000.00,142500.00,7932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103278.00,0.00,459066.00,8.00,0.00,0.00,0.00,0.00,456066.00,0.00,12444.00,3213.00,8640.00,0.00,7.80,0.00,0.41,0.00,7.25,18.80,0.00,54.00,1.00,0.00,0.00,No,64247.00,2.67,223.00,34.00,19.56,12634.00,35140.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EAH,AGGREGATE,AGGREGATE SITE,778810.00,275838.00,245940.00,545538.00,0.00,0.00,0.00,40721.00,17094.00,41.97,41958.00,37946.00,8.00,24433.00,16288.00,8.00,6.00,5.00,0.00,0.00,0.00,0.00,0.00,29.72,4.01,14.89,17.01,19.48,14.89,0.00,0.00,100.00,7000.00,764000.00,547860.00,1078420.00,861479.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,306015.00,1519208.00,1767753.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63958.00,13750.00,45046.00,0.00,20.75,0.00,2.36,2.30,24.25,101.92,0.00,1301.00,74.00,0.00,0.00,No,348205.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE3,LEEK MORELANDS HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,135723.00,291971.00,27694.00,186852.00,0.00,0.00,0.00,4062.00,4062.00,100.00,13708.00,288.00,1.33,1584.00,1761.00,10.00,0.00,5.00,35.00,32.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,55000.00,157500.00,13281.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109677.00,0.00,1588173.00,84.00,0.00,0.00,0.00,0.00,630772.00,0.00,15358.00,5534.00,12636.00,0.00,0.00,0.00,1.06,0.00,11.88,22.18,0.00,98.00,5.00,0.00,0.00,None,82743.00,3.44,194789.00,33759.00,17.31,14439.00,40160.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE4,CHEADLE HOSPITAL,SHORT TERM NON-ACUTE HOSPITAL,144674.00,362660.00,487334.00,203366.00,0.00,0.00,0.00,4421.00,4421.00,100.00,12.00,539.00,0.75,1203.00,1210.00,20.00,20.00,5.00,46.00,41.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,329470.00,17341.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110913.00,1286568.00,1286568.00,17.00,0.00,0.00,0.00,0.00,568107.00,0.00,19097.00,5254.00,14664.00,0.00,0.00,0.00,1.25,0.00,13.50,33.92,0.00,68.00,4.00,0.00,0.00,No,90055.00,3.75,234105.00,46821.00,15.00,18500.00,51455.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
