Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Gross internal site floor area (m²),Occupied floor area (m²),NHS estate Occupied Floor Area (%),Site Heated Volume (m³),Site footprint (m²),Site land area (Hectare),Patient occupied floor area (m²),Non-patient occupied floor area (m²),Not functionally suitable (%),Un-utilised Space (%),Available beds (No.),Occupied beds (No.),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age Profile - 2005 to present (%),Age Profile - 1995 to 2004 (%),Age Profile - 1985 to 1994 (%),Age Profile - 1975 to 1984 (%),Age Profile - 1965 to 1974 (%),Age Profile - 1955 to 1964 (%),Age Profile - 1948 to 1954 (%),Age Profile - pre 1948 (%),Age Profile - Total (must equal 100%) (%),Cost to eradicate High Risk Backlog (£),Cost to eradicate Significant Risk Backlog (£),Cost to eradicate Moderate Risk Backlog (£),Cost to eradicate Low Risk Backlog (£),Risk Adjusted Backlog Cost (£),Number of CHP units operated on the site (No.),Total full load rating of the electrical generator plant (kW),Total fossil energy input to the CHP system/s (kWh),Total thermal energy output of the CHP system/s (kWh),Total electrical energy output of the CHP system/s (kWh),Total exported electricity for the site (kWh),Total exported thermal energy for the site (kWh),Electricity Consumed - Utility (kWh),Gas Consumed - Utility (kWh),Oil Consumed - Utility (kWh),Coal Consumed - Utility (kWh),Electricity Consumed - Local (kWh),Steam Consumed - Local (kWh),Hot Water Consumed - Local (kWh),Electricity Consumed - Renewable (kWh),Non-fossil fuel Consumed - Renewable (kWh),"Total Energy Cost (all energy supplies, utility, local & renewable) (£)",Water volume (including Borehole) (m³),Water and Sewage Cost (£),High Temperature Disposal Waste Weight (Tonnes),High Temperature Disposal Waste Cost (£),Total Waste Cost (£),Non Burn Treatment (Alternative Treatment Plant) Disposal Waste Weight (Tonnes),Landfill Disposal Waste Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Weight (Tonnes),Waste Electrical and Electronic Equipment (WEEE) Cost (£),Waste recovery/recycling volume (Tonnes),Waste recovery/recycling cost (£),Visitor/Staff concession scheme provided (Yes/No),Total parking spaces available (No.),Average fee charged per hour for patient/visitor parking (£),Designated disabled parking spaces (No.),Designated parking spaces available for patients/visitors (No.),Average fee charged per hour for Staff parking (£),Designated parking spaces available for staff (No.)
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXYD2,"DARENT HOUSE, SEVENOAKS",SHORT TERM NON-ACUTE HOSPITAL,2095.00,1991.00,100.00,5126.00,20860.00,0.21,668.00,834.00,0.00,20.00,9.00,9.00,2.00,13.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201506.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7643.00,1180.00,2571.00,0.13,148.00,1814.00,1.67,0.00,0.00,0.00,1.48,176.00,No,8.00,0.00,0.00,0.00,0.00,8.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXYG4,GREENACRES AKA ALLINGTON CENTRE,SHORT TERM NON-ACUTE HOSPITAL,12253.00,11694.00,100.00,30291.00,15779.00,4.77,5000.00,4492.00,0.00,20.00,128.00,108.00,128.00,0.00,41.40,29.40,29.20,0.00,0.00,0.00,0.00,0.00,100.00,92500.00,310000.00,399000.00,132000.00,353057.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1163197.00,3299290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199901.00,12499.00,19606.00,254.96,33167.00,49204.00,2.66,10.64,0.54,876.00,98.39,12442.00,No,60.00,0.00,4.00,60.00,0.00,0.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXYH4,"HIGHLANDS HOUSE, TUNBRIDGE WELLS",SUPPORT FACILITY,2091.00,1868.00,100.00,5028.00,803.00,1.00,165.00,1703.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,10000.00,10000.00,2000.00,0.00,20100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163211.00,150499.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24029.00,547.00,2371.00,9.17,1236.00,1637.00,78.00,0.00,0.00,0.00,3.30,402.00,No,55.00,0.00,3.00,3.00,0.00,52.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXYT1,"THANET MENTAL HEALTH UNIT, 164 RAMSGATE ROAD, MARGATE",SPECIALIST HOSPITAL,3189.00,2983.00,100.00,7022.00,2610.00,1.20,2014.00,552.00,0.00,20.00,31.00,29.00,0.00,58.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,66532.00,76000.00,3200.00,60000.00,144112.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227687.00,0.00,0.00,0.00,0.00,360.00,0.00,0.00,0.00,44913.00,2782.00,6940.00,26.20,3293.00,6880.00,4.92,4.00,0.17,226.00,6.62,902.00,No,34.00,0.00,0.00,14.00,0.00,20.00
RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,MENTAL HEALTH AND LEARNING DISABILITY,RXYTR,"TREVOR GIBBENS UNIT, MAIDSTONE",SPECIALIST HOSPITAL,10858.00,10245.00,100.00,25843.00,10941.00,7.03,3668.00,2124.00,0.00,5.00,115.00,110.00,100.00,0.00,20.46,42.42,0.00,15.78,0.00,0.00,0.00,21.34,100.00,45600.00,90000.00,35000.00,0.00,136823.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,945361.00,2056095.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162078.00,9997.00,28972.00,169.15,12061.00,28506.00,1.57,6.61,0.65,605.00,23.71,3120.00,No,119.00,0.00,4.00,88.00,0.00,27.00
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,27800.00,27659.00,100.00,66464.00,16797.00,8.60,8750.00,10529.00,0.00,0.00,0.00,0.00,0.00,0.00,20.51,2.56,10.25,25.64,10.26,10.26,0.00,20.52,100.00,0.00,0.00,0.00,152000.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3530867.00,4136556.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,685467.00,49483.00,135921.00,0.00,0.00,78886.00,0.00,42.80,0.00,0.00,0.00,0.00,None,679.00,0.00,98.00,294.00,0.00,287.00
RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS TRUST,NORTH WEST STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY20N,NEWTON COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,4250.00,3829.00,100.00,10050.00,4250.00,1.21,1631.00,859.00,15.00,18.00,29.00,25.00,17.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,548313.00,497710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73189.00,3082.00,14575.00,0.00,0.00,5595.00,0.00,5.99,0.00,0.00,0.00,0.00,None,70.00,0.00,10.00,45.00,0.00,15.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE,AGGREGATE SITE,23229.00,22241.00,100.00,47799.00,16036.00,8.14,10759.00,4762.00,8.87,3.42,11.00,9.00,0.00,11.00,11.37,7.23,28.25,22.63,15.14,0.00,0.45,14.93,100.00,0.00,8450.00,91300.00,29790.00,19537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1636976.00,3216639.00,332062.00,0.00,0.00,0.00,0.00,0.00,0.00,258931.00,17757.00,46958.00,23.95,34165.00,74368.00,0.00,112.18,1.00,100.00,96.32,13235.00,No,661.00,0.00,41.00,272.00,0.00,348.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY311,COLMAN HOSPITAL,COMMUNITY HOSPITAL,4180.00,4180.00,100.00,10390.00,3796.00,2.50,3561.00,158.00,0.00,0.00,44.00,39.00,18.00,6.00,0.00,0.00,0.00,70.00,0.00,0.00,5.00,25.00,100.00,0.00,0.00,0.00,25130.00,898.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327128.00,1000287.00,5063.00,0.00,0.00,0.00,0.00,0.00,0.00,51331.00,4511.00,11000.00,14.61,20412.00,27826.00,0.00,47.50,0.00,0.00,6.00,1912.00,No,74.00,0.00,3.00,31.00,0.00,40.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY312,NORWICH COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,14034.00,12028.00,100.00,26929.00,10930.00,5.26,5822.00,6852.00,48.29,28.96,48.00,45.00,12.00,0.00,22.00,0.00,1.00,22.00,26.00,3.00,0.00,26.00,100.00,0.00,15050.00,12350.00,12000.00,15890.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1766977.00,4104443.00,8567.00,0.00,0.00,0.00,0.00,0.00,0.00,253512.00,5353.00,24260.00,20.76,11602.00,21945.00,0.00,42.67,1.29,1485.00,15.30,1749.00,No,500.00,0.00,20.00,100.00,0.00,380.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY319,DEREHAM HOSPITAL,COMMUNITY HOSPITAL,4502.00,4402.00,100.00,8446.00,3899.00,5.86,2251.00,1386.00,15.26,14.95,25.00,23.00,0.00,5.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,62300.00,210700.00,232820.00,80041.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204425.00,1042285.00,3459.00,0.00,0.00,0.00,0.00,0.00,0.00,44065.00,4575.00,10753.00,7.31,10213.00,12626.00,0.00,14.00,0.00,0.00,4.40,664.00,No,80.00,0.00,2.00,30.00,0.00,50.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY334,ST MICHAELS HOSPITAL,COMMUNITY HOSPITAL,1623.00,1623.00,100.00,4057.00,1728.00,1.00,1623.00,0.00,0.00,0.00,35.00,29.00,0.00,6.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156000.00,398694.00,3210.00,0.00,0.00,0.00,0.00,0.00,0.00,24526.00,2277.00,5500.00,9.14,12770.00,15101.00,0.00,11.81,0.00,0.00,2.38,453.00,No,57.00,0.00,4.00,0.00,0.00,0.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY335,KELLING HOSPITAL,COMMUNITY HOSPITAL,4886.00,4196.00,100.00,10753.00,4446.00,8.50,1725.00,2082.00,25.00,22.00,28.00,23.00,10.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,39200.00,120620.00,121070.00,48151.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,304329.00,869019.00,245280.00,0.00,0.00,0.00,0.00,0.00,0.00,58801.00,3120.00,7362.00,5.93,8285.00,12191.00,0.00,14.85,0.00,0.00,2.80,953.00,No,170.00,0.00,5.00,0.00,0.00,0.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY33E,SWAFFHAM COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1514.00,1514.00,100.00,3796.00,1072.00,0.43,1282.00,81.00,0.00,0.00,18.00,16.00,0.00,2.00,0.00,3.00,48.00,0.00,0.00,0.00,0.00,49.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165981.00,412762.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26266.00,1594.00,4352.00,3.98,5560.00,7424.00,0.00,9.76,0.00,0.00,2.94,460.00,No,19.00,0.00,1.00,9.00,0.00,9.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY386,OGDEN COURT,COMMUNITY HOSPITAL,1192.00,1192.00,100.00,2595.00,1092.00,0.25,1092.00,0.00,0.00,0.00,21.00,16.00,21.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90202.00,207777.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12804.00,1418.00,3638.00,5.32,7433.00,9072.00,0.00,7.17,0.00,0.00,2.06,327.00,No,24.00,0.00,2.00,10.00,0.00,12.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY387,CRANMER HPUSE,COMMUNITY HOSPITAL,896.00,896.00,100.00,1443.00,614.00,0.50,896.00,0.00,0.00,0.00,13.00,12.00,13.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,16800.00,10400.00,1700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121799.00,280558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17290.00,1243.00,3159.00,3.73,5211.00,6014.00,0.00,0.00,0.00,0.00,0.00,0.00,No,12.00,0.00,1.00,0.00,0.00,0.00
RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY390,BENJAMIN COURT,COMMUNITY HOSPITAL,1358.00,1358.00,100.00,3600.00,1358.00,1.67,798.00,600.00,0.00,0.00,18.00,17.00,18.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156321.00,931522.00,5462.00,0.00,0.00,0.00,0.00,0.00,0.00,35655.00,3900.00,9785.00,3.61,5044.00,7193.00,0.00,11.50,0.00,0.00,2.00,348.00,No,46.00,0.00,2.00,0.00,0.00,0.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,AGGRE,AGGREGATE SITE,AGGREGATE SITE,7060.00,6793.00,96.22,21180.00,5944.00,1.96,2450.00,3691.00,4.10,7.30,0.00,0.00,0.00,0.00,13.00,4.00,13.00,18.00,10.00,17.00,8.00,17.00,100.00,0.00,0.00,10600.00,200800.00,211400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,238841.00,890838.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55562.00,1835.00,6564.00,20.23,20120.00,32034.00,0.00,30.88,0.00,0.00,7.72,2081.00,No,198.00,0.00,10.00,198.00,0.00,18.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY402,POTTERS BAR COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,3411.00,3411.00,100.00,10233.00,1661.00,0.69,1629.00,1284.00,0.00,0.00,29.00,21.00,8.00,15.00,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,85300.00,85300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,369342.00,997444.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64506.00,1231.00,2782.00,7.89,5239.00,7215.00,0.00,15.91,0.00,0.00,5.62,1976.00,None,41.00,0.00,4.00,41.00,0.00,41.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY405,GOSSOMS END ELDERLY CARE UNIT,COMMUNITY HOSPITAL,2257.00,2257.00,100.00,6771.00,1414.00,0.33,924.00,737.00,0.00,0.00,20.00,18.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,47450.00,47450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122724.00,823735.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33031.00,2942.00,5323.00,5.63,4877.00,11889.00,0.00,2.65,0.00,0.00,0.00,0.00,No,39.00,0.00,2.00,39.00,0.00,39.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY406,HITCHIN HOSPITAL,COMMUNITY HOSPITAL,1193.00,1193.00,100.00,3579.00,596.00,0.26,856.00,207.00,20.00,0.00,10.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,31500.00,31500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21925.00,775267.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21395.00,1880.00,4265.00,1.99,1913.00,4517.00,0.00,3.37,0.00,0.00,5.12,913.00,No,30.00,0.00,0.00,30.00,0.00,30.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY407,DANESBURY,COMMUNITY HOSPITAL,1979.00,1979.00,100.00,5937.00,871.00,0.76,905.00,783.00,0.00,0.00,18.00,15.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,32950.00,32950.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179598.00,274110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24832.00,1723.00,2786.00,10.60,4669.00,6215.00,0.00,4.79,0.00,0.00,4.15,685.00,No,20.00,0.00,2.00,20.00,0.00,20.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY408,ROYSTON HOSPITAL,COMMUNITY HOSPITAL,1472.00,1472.00,100.00,4416.00,931.00,0.84,788.00,493.00,0.00,0.00,13.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,55750.00,0.00,55750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69563.00,841023.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27920.00,1247.00,3052.00,14.55,4860.00,6248.00,0.00,4.00,0.00,0.00,3.74,625.00,None,22.00,0.00,2.00,22.00,0.00,22.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY409,HERTFORDSHIRE & ESSEX HOSPITAL,COMMUNITY HOSPITAL,7184.00,6549.00,99.00,21554.00,3935.00,2.83,5564.00,985.00,0.00,8.83,30.00,25.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700765.00,1613701.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106417.00,6904.00,11849.00,11.48,6806.00,8734.00,0.00,8.00,0.00,0.00,13.28,536.00,No,198.00,0.50,20.00,198.00,0.50,198.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY411,LANGLEY HOUSE,COMMUNITY HOSPITAL,2231.00,2231.00,100.00,6693.00,2231.00,1.14,1543.00,479.00,0.00,0.00,40.00,36.00,0.00,43.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,85800.00,85800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41907.00,1041454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37487.00,1000.00,5115.00,12.04,5791.00,14019.00,0.00,15.91,0.00,0.00,2.81,1104.00,No,35.00,0.00,0.00,35.00,0.00,0.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY412,QUEEN VICTORIA MEMORIAL HOSPITAL,COMMUNITY HOSPITAL,1728.00,1728.00,100.00,5181.00,1209.00,0.72,714.00,788.00,0.00,0.00,22.00,19.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,52550.00,52550.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136257.00,274110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19982.00,1724.00,2786.00,10.64,4869.00,6575.00,0.00,4.53,0.00,0.00,4.59,863.00,None,20.00,0.00,4.00,20.00,0.00,20.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY416,KINGSWAY HEALTH CENTRE,TREATMENT CENTRE,554.00,554.00,100.00,1662.00,554.00,0.14,444.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,2750.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53595.00,128397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11168.00,600.00,1000.00,5.70,2665.00,3174.00,0.00,0.78,0.00,0.00,1.28,233.00,No,30.00,0.00,0.00,30.00,0.00,30.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY418,NASCOT LAWNS,TREATMENT CENTRE,649.00,649.00,100.00,1949.00,374.00,0.34,253.00,301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,87500.00,87500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42770.00,198686.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8877.00,772.00,1339.00,1.77,2198.00,3436.00,0.00,5.30,0.00,0.00,0.00,0.00,None,22.00,0.00,2.00,22.00,0.00,22.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY424,CHESHUNT COMMUNITY HOSPITAL,COMMUNITY HOSPITAL,1191.00,1191.00,100.00,3573.00,608.00,0.11,697.00,174.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,44050.00,44050.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113942.00,223395.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27883.00,559.00,1595.00,9.27,5124.00,5879.00,0.00,0.94,0.00,0.00,2.00,451.00,None,15.00,0.00,0.00,8.00,0.00,8.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY429,QUEENSWAY HEALTH CENTRE,TREATMENT CENTRE,516.00,516.00,100.00,1548.00,280.00,0.16,200.00,316.00,25.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00,51200.00,0.00,0.00,51200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15725.00,234888.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7652.00,145.00,437.00,1.16,1744.00,2483.00,0.00,1.01,0.00,0.00,1.27,414.00,None,10.00,0.00,0.00,10.00,0.00,10.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY431,BEDFORD ROAD HEALTH CENTRE,TREATMENT CENTRE,830.00,830.00,100.00,2490.00,407.00,0.16,302.00,334.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,79700.00,0.00,79700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20389.00,210060.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7645.00,354.00,946.00,12.41,4132.00,4777.00,0.00,0.47,0.00,0.00,1.67,405.00,None,20.00,0.00,0.00,20.00,0.00,20.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY433,HODDESDON HEALTH CENTRE,TREATMENT CENTRE,752.00,752.00,100.00,2256.00,387.00,0.14,328.00,351.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,21500.00,0.00,21500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87693.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9139.00,285.00,454.00,1.78,1973.00,2598.00,0.00,2.39,0.00,0.00,1.71,203.00,None,10.00,0.00,0.00,10.00,0.00,10.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY434,NEVELLS ROAD,TREATMENT CENTRE,591.00,591.00,100.00,1773.00,591.00,0.36,298.00,180.00,10.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,0.00,25000.00,0.00,25000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24657.00,205572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8135.00,207.00,608.00,3.71,1416.00,1968.00,0.00,1.27,0.00,0.00,0.85,208.00,None,17.00,0.00,3.00,17.00,0.00,17.00
RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,COMMUNITY,RY435,ROYSTON HEALTH CENTRE,TREATMENT CENTRE,1001.00,1001.00,100.00,3003.00,721.00,0.16,365.00,469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,10500.00,10500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69614.00,216344.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20524.00,1474.00,3448.00,1.20,1446.00,1988.00,0.00,1.50,0.00,0.00,1.59,234.00,None,13.00,0.00,0.00,13.00,0.00,13.00
