Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Post Code,Estates and facilities finance costs (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Age profile - total (must equal 100%) (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Cost to eradicate Safety related Critical Infrastructure Risk (£),Cost to eradicate non-compliance related Critical Infrastructure Risk (£),Cost to eradicate continuity related Critical Infrastructure Risk (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Peak electrical load (MW),Maximum electrical load (MW),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP swab testing (Yes/No),Cleaning audit processes - UV light testing (Yes/No),Cleaning audit processes - Microbiological swab testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1AHM,TIMBERDINE UNIT,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,WR5 2DD,43613.00,38540.00,2247.00,2118.00,63387.00,25080.00,0.00,0.00,2269.00,2269.00,100.00,5331.00,0.00,0.00,1569.00,699.00,2.20,13.00,0.00,0.00,7.00,39.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,4171.00,10094.00,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38731.00,232782.00,514663.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5824.00,3500.00,3699.00,5496.00,22.76,0.00,0.00,601.00,3.36,9235.00,31.51,44.00,2.00,0.00,0.00,No,158397.00,3.99,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,131470.00,0.00,90.00,93.00,131470.00,83.00,90.00,93.00,19008.00,12.00,75.00,90.00,7919.00,5.00,201751.00,38766.00,15.61,23550.00,71846.00,3. Hybrid,921.00,0.03
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1ALJ,KIDDERMINSTER GENERAL HOSPITAL,3. Mixed service hospital,1. Freehold,DY11 6RJ,627485.00,86571.00,4226.00,12996.00,105774.00,57146.00,0.00,0.00,4267.00,4267.00,100.00,10028.00,0.29,0.00,3452.00,815.00,15.10,15.00,0.00,5.30,0.00,10.00,0.00,0.00,0.00,0.00,0.00,78.08,21.92,0.00,0.00,0.00,100.00,0.00,9214.00,649112.00,41276.00,0.00,9214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81622.00,217472.00,674773.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.82,9318.00,5631.00,2433.00,0.00,0.00,0.00,0.00,5463.00,7.53,3471.00,10.13,0.00,0.00,1.50,0.05,Yes,154767.00,5.99,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,94408.00,61.00,90.00,95.00,57264.00,37.00,75.00,94.00,3095.00,2.00,99784.00,17469.00,17.14,9860.00,30279.00,3. Hybrid,11380.00,0.74
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1ALK,NEWTOWN HOSPITAL,4. Mental Health (including Specialist services),1. Freehold,WR5 1JG,893484.00,124907.00,7359.00,15762.00,266431.00,85436.00,0.00,0.00,7431.00,5157.00,100.00,17463.00,1.78,0.00,2450.00,2707.00,15.30,0.00,30.37,0.00,9.00,7.00,0.00,0.00,0.00,0.00,0.00,85.90,0.00,0.00,14.10,0.00,100.00,0.00,92799.00,853684.00,420408.00,81958.00,10841.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201145.00,546411.00,1466485.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31191.00,18850.00,8457.00,2162.00,8.96,0.00,0.00,6523.00,11.11,6506.00,13.95,64.00,2.00,1.50,0.05,Yes,297222.00,6.94,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,199939.00,67.00,90.00,96.00,95111.00,32.00,75.00,98.00,2172.00,1.00,202767.00,41460.00,14.67,16488.00,50486.00,3. Hybrid,46537.00,2.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,,SO16 4XE,4862683.00,195936.00,12408.00,0.00,346971.00,261501.00,0.00,0.00,12972.00,12823.00,99.00,32430.00,3.42,0.00,5954.00,5867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.38,5.09,12.16,1.48,2.89,0.00,0.00,0.00,100.00,4500.00,2830.00,9280.00,13066.00,0.00,9965.00,5576.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103729.00,500368.00,632020.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2975.00,5418.00,1906.00,0.00,0.00,4723.00,4.66,13240.00,60.13,11449.00,61.85,306.00,21.00,0.00,0.00,None,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C03,WESTERN COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,SO16 4XE,975131.00,130777.00,13428.00,0.00,257133.00,204246.00,0.00,0.00,5630.00,3097.00,55.00,7741.00,1.60,0.00,1542.00,1260.00,0.00,0.00,0.00,0.00,2.00,35.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,22220.00,92117.00,47177.00,169008.00,24750.00,13750.00,75617.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73810.00,443746.00,308428.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,6600.00,10944.00,4590.00,0.00,0.00,1286.00,0.66,5291.00,22.54,6757.00,37.58,84.00,5.00,0.00,0.00,No,121681.00,5.00,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,0.00,0.00,0.00,0.00,176991.00,80.00,0.00,0.00,44248.00,20.00,0.00,0.00,0.00,0.00,158681.00,34572.00,13.77,14346.00,26076.00,1. Full Service – Contracted,89809.00,3.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C34,ROYAL SOUTH HANTS HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,SO14 0YG,2522180.00,0.00,0.00,0.00,0.00,196639.00,0.00,0.00,29987.00,5158.00,33.00,24739.00,1.67,0.00,3716.00,1442.00,0.01,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,24.00,0.00,0.00,23.00,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,740.00,0.92,0.00,0.00,187.00,12.00,1.60,0.12,No,414558.00,12.73,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,0.00,0.00,0.00,0.00,414558.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78378.00,15015.00,15.66,62783.00,136690.00,1. Full Service – Contracted,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CD4,ST MARY'S COMMUNITY HEALTH CAMPUS,7. Community hospital (with inpatient beds),1. Freehold,PO3 6AD,2054104.00,280573.00,7468.00,0.00,555758.00,116812.00,0.00,0.00,14434.00,9382.00,65.00,23455.00,1.93,0.00,4291.00,5091.00,0.00,0.00,13.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,80.00,0.00,0.00,0.00,100.00,60683.00,36595.00,38491.00,60683.00,58337.00,20865.00,20888.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,206954.00,1288466.00,1980934.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,7006.00,20933.00,9636.00,730.00,2.88,1681.00,2.33,13699.00,35.62,6757.00,37.58,170.00,18.00,1.20,0.12,No,565942.00,22.00,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,0.00,0.00,0.00,0.00,722664.00,83.00,0.00,0.00,148016.00,17.00,0.00,0.00,0.00,0.00,202128.00,52911.00,11.46,17031.00,24441.00,1. Full Service – Contracted,60733.00,2.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF2,ST JAMES HOSPITAL,3. Mixed service hospital,1. Freehold,PO4 8LD,2353888.00,112746.00,40721.00,0.00,230611.00,33822.00,0.00,0.00,32438.00,11576.00,42.00,34060.00,8.89,0.00,4368.00,7208.00,0.00,0.00,29.40,0.00,31.00,13.00,2.00,0.15,1.00,2.00,1.00,0.00,1.00,9.99,9.99,74.87,100.00,51350.00,10200.00,17250.00,47334.00,48807.00,5950.00,6762.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41908.00,756793.00,1378655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1804.00,2.21,8957.00,27.82,13426.00,54.50,259.00,16.00,0.00,0.00,No,287914.00,9.00,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,0.00,0.00,0.00,0.00,95971.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,605258.00,86632.00,20.96,28872.00,56789.00,1. Full Service – Contracted,39243.00,1.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF5,JUBILEE HOUSE,8. Other inpatient,1. Freehold,PO6 3NH,75957.00,27056.00,2186.00,0.00,63982.00,49391.00,0.00,0.00,1271.00,1189.00,100.00,3177.00,0.95,0.00,803.00,386.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,29.00,100.00,0.00,200.00,5000.00,2500.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20795.00,91721.00,307840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1271.00,3686.00,1515.00,0.00,0.00,885.00,0.80,745.00,6.04,7361.00,30.61,17.00,0.00,0.00,0.00,None,0.00,0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132152.00,18928.00,20.95,24249.00,63100.00,1. Full Service – Contracted,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,,SY3 8XL,2032720.00,236689.00,1690.00,0.00,15817.00,110299.00,0.00,0.00,16449.00,15309.00,100.00,32580.00,2.34,0.00,7455.00,6624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.42,15.65,32.49,6.40,10.47,10.39,0.00,8.18,100.00,0.00,0.00,100000.00,250000.00,0.00,117900.00,647540.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131664.00,166728.00,61365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14412.00,13467.00,24623.00,19308.00,158.00,0.00,0.00,5288.00,9.30,872.00,35.00,324.00,25.00,0.00,0.00,No,107431.00,5.83,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D21,LUDLOW HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,SY8 1QX,672946.00,238349.00,0.00,0.00,0.00,0.00,0.00,0.00,4832.00,3908.00,100.00,10004.00,1.23,0.00,1900.00,2008.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,0.00,0.00,4.74,1.88,0.00,65.83,0.00,0.00,27.55,100.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,88.00,7.00,0.00,0.00,No,172889.00,6.20,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,37517.00,21.70,100.00,100.00,135372.00,78.30,100.00,100.00,0.00,0.00,146458.00,24576.00,17.88,21370.00,71784.00,3. Hybrid,50207.00,1.61
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D22,BRIDGNORTH HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,WV16 4EU,609975.00,137109.00,6868.00,0.00,19265.00,4009.00,0.00,0.00,5001.00,4632.00,100.00,12506.00,1.09,0.00,2789.00,1843.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,42.20,33.40,0.00,0.00,0.00,0.00,0.00,24.40,100.00,120000.00,120000.00,230000.00,0.00,0.00,120000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74371.00,323375.00,74363.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3766.00,2963.00,3258.00,4497.00,1.10,0.00,0.00,597.00,1.20,0.00,0.00,60.00,4.00,0.00,0.00,No,146295.00,5.83,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,31453.00,21.50,100.00,100.00,114842.00,78.50,100.00,100.00,0.00,0.00,167671.00,31755.00,15.84,20028.00,68329.00,3. Hybrid,13128.00,0.56
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D25,BISHOP'S CASTLE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,SY9 5AJ,200342.00,236689.00,1109.00,0.00,3109.00,1293.00,0.00,0.00,807.00,727.00,100.00,2066.00,0.15,0.00,554.00,173.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,100.00,0.00,120000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9555.00,43361.00,108056.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3444.00,1722.00,4091.00,2033.00,15.50,0.00,0.00,614.00,15.50,0.00,0.00,12.00,1.00,0.00,0.00,No,71740.00,2.56,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,15926.00,22.20,100.00,100.00,53814.00,77.80,100.00,100.00,0.00,0.00,44252.00,16047.00,8.27,8982.00,30171.00,3. Hybrid,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D34,WHITCHURCH HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,SY13 1NT,483704.00,99611.00,5041.00,0.00,14144.00,4001.00,0.00,0.00,3672.00,3153.00,100.00,8198.00,1.59,0.00,2401.00,752.00,0.00,0.00,7.40,7.40,2.00,8.00,10.00,0.00,0.00,0.00,62.90,0.00,1.90,0.00,0.00,35.20,100.00,170000.00,245000.00,265000.00,25000.00,0.00,150000.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81512.00,287300.00,42992.00,0.00,0.00,0.00,0.00,0.00,0.00,651070.00,0.00,0.00,0.00,11220.00,8106.00,4850.00,3580.00,7.00,0.00,0.00,1720.00,1.00,0.00,0.00,89.00,7.00,0.00,0.00,No,136697.00,5.32,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,25425.00,18.60,100.00,100.00,101156.00,74.00,100.00,100.00,10116.00,7.40,240003.00,35040.00,20.56,26757.00,71414.00,3. Hybrid,41457.00,1.56
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,,ST5 1QG,1996415.00,410231.00,2690.00,28616.00,57308.00,137587.00,0.00,0.00,35571.00,32813.00,48.50,8778.00,5.05,0.00,13257.00,16478.00,0.00,0.00,15.50,7.83,0.00,0.00,0.00,0.00,14.86,3.50,9.94,8.50,28.74,16.44,0.00,18.02,100.00,32000.00,433750.00,947500.00,1384450.00,0.00,102750.00,78000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417121.00,1616359.00,4685980.00,4016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49381.00,18724.00,20462.00,15088.00,45.37,11047.00,7.64,60696.00,19.03,16284.00,15.09,409.00,34.00,0.00,0.00,No,513230.00,30.92,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1E56,HAYWOOD HOSPITAL,7. Community hospital (with inpatient beds),3. Part site - Private Finance Initiative (PFI),ST6 7AG,936183.00,192370.00,10398.00,13419.00,26874.00,64519.00,0.00,0.00,16684.00,16684.00,100.00,42146.00,3.53,0.00,10172.00,6512.00,0.00,0.00,4.07,1.52,40.00,0.00,0.00,0.00,73.97,14.60,6.43,0.00,0.00,0.00,5.00,0.00,100.00,54411.00,43967.00,50000.00,150000.00,0.00,32411.00,65967.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92686.00,1707065.00,3030652.00,3528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61110.00,20296.00,17018.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,322.00,42.00,0.67,0.00,No,712681.00,35.00,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,543063.00,76.20,76.20,76.20,81246.00,11.40,11.40,11.40,88372.00,12.40,740203.00,136090.00,16.35,185788.00,411632.00,1. Full Service – Contracted,323970.00,12.00
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE3,LEEK MORELANDS HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,ST13 5BQ,265399.00,54535.00,2948.00,3804.00,7618.00,18290.00,0.00,0.00,4729.00,4729.00,99.05,15960.00,1.33,0.00,2915.00,1814.00,0.00,0.00,6.91,5.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,296440.00,92750.00,77000.00,720500.00,0.00,319190.00,70000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92707.00,477848.00,1277900.00,0.00,0.00,0.00,0.00,67019.00,0.00,0.00,0.00,0.00,0.00,6785.00,2908.00,3521.00,3998.00,20.23,2755.00,1.82,0.00,0.00,8041.00,15.89,98.00,5.00,0.00,0.00,No,184251.00,6.21,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,156174.00,57.50,95.00,94.25,27161.00,20.00,92.00,95.00,917.00,22.50,192768.00,37767.00,15.31,40566.00,98813.00,3. Hybrid,70671.00,2.71
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE4,CHEADLE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,ST10 1NS,257100.00,52830.00,2856.00,3685.00,7380.00,17719.00,0.00,0.00,4581.00,4581.00,100.00,13744.00,0.75,0.00,2871.00,1710.00,0.00,0.00,49.31,1.05,2.00,6.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,217400.00,3250.00,525000.00,605000.00,0.00,3250.00,217400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81996.00,373888.00,1065561.00,0.00,0.00,0.00,0.00,52438.00,0.00,0.00,0.00,0.00,0.00,8938.00,3836.00,3731.00,2176.00,11.76,1084.00,0.56,0.00,0.00,8111.00,12.43,99.00,8.00,0.00,0.00,No,104796.00,6.82,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,74923.00,47.00,95.00,95.00,29491.00,37.00,92.00,96.50,383.00,16.00,119458.00,24183.00,14.82,25903.00,66549.00,3. Hybrid,37010.00,2.73
