Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leasehold Type,Post Code,Estates and facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance cost (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Clinical space (m²),Non-clinical space (m²),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Retail sales area (m²),Income from areas leased out for retail sales (£),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),CHP units operated on the site (No.),CHP unit/s size (Watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - green energy tariff (kWh),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel consumed - renewable (kWh),Electrical energy output of owned onsite renewables (kWh),Water cost (£),Sewerage cost (£),Water volume (including borehole) (m³),Landfill disposal cost (£),Landfill disposal volume (Tonnes),Incineration disposal cost (£),Incineration disposal volume (Tonnes),Waste reycling cost (£),Waste reycling volume (Tonnes),Other recovery cost (£),Other recovery volume (Tonnes),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (select),Cleaning service cost (£),Cleaning staff (WTE),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Unserved meals: Starters (Kg),Unserved meals: Mains (Kg),Unserved meals: Desserts (Kg),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Onsite laundry that could provide services to other organisations (Select),Portering service cost (£),Portering staff (WTE)
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXGDD,DEWSBURY DISTRICT HOSPITAL (PRIESTLEY UNIT),3. Mixed service hospital,4. SLA/lease from NHS,3. Leased and part serviced,WF13 4HS,372121.00,0.00,127138.00,3256.00,3000.00,3632.00,80075.00,5536.00,5536.00,100.00,14634.00,Not Applicable,Not Applicable,5263.00,273.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115247.00,323550.00,1385077.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6425.00,8476.00,4548.00,3300.00,4.20,1800.00,1.50,9898.00,46.00,0.00,0.00,0.00,100.00,5.00,0.00,1.00,0.10,No,272344.00,12.87,201911.00,56940.00,10.64,0.00,0.00,0.00,11955.00,42545.00,3. Hybrid,No,8648.00,0.40
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,AGGRE,AGGREGATE SITE,Aggregate Site,,,BN2 5BE,494535.00,0.00,324553.00,13960.00,108934.00,0.00,437452.00,8084.00,8084.00,1.24,25953.00,0.01,0.00,5454.00,2525.00,0.00,0.00,0.00,0.00,0.00,0.00,843.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXH01,THE ROYAL SUSSEX COUNTY HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,BN2  5BE,5236715.00,Not Applicable,3436752.00,147828.00,1153526.00,0.00,4632253.00,95803.00,94918.00,99.66,267122.00,6.51,0.00,67989.00,23015.00,0.00,2697.00,1797.00,1882.00,457.00,874.00,8267.00,854.00,2869.00,299.00,170497.00,50.94,57.30,0.90,0.30,99.00,31.00,0.00,1607388.00,7429216.00,10696562.00,14098673.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2879290.00,19149766.00,21759309.00,513675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155785.00,289304.00,143697.00,0.00,0.00,0.00,0.00,55360.00,76.53,641628.00,2166.00,136347.00,392.00,20.00,0.00,1.20,0.14,Yes,5139546.00,228.21,3005923.00,598603.00,15.10,0.00,212.80,27.20,1073419.00,3252131.00,1. Full Service – Contracted,No,2269811.00,93.46
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXH09,THE PRINCESS ROYAL HOSPITAL,1. General acute hospital,1. Freehold,,RH16 4EX,2467460.00,Not Applicable,1619345.00,69654.00,543524.00,0.00,2182647.00,45908.00,43256.00,94.12,120653.00,9.59,0.00,33014.00,9986.00,0.00,898.00,525.00,564.00,168.00,101.00,2053.00,932.00,256.00,121.00,43750.00,72.52,85.44,6.00,0.00,18.00,13.00,0.00,824520.00,4342855.00,12157530.00,7806701.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,949874.00,4723958.00,14346256.00,178500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97092.00,158284.00,69850.00,0.00,0.00,0.00,0.00,33504.00,36.70,169653.00,572.73,253216.00,726.00,21.00,0.00,1.20,0.14,Yes,1419407.00,45.85,1662502.00,269915.00,18.56,35.68,66.74,24.88,717758.00,2171703.00,1. Full Service – Contracted,No,759267.00,23.64
RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXH38,NEWHAVEN POLYCLINIC,7. Community hospital (with inpatient beds),4. SLA/lease from NHS,3. Leased and part serviced,BN9 9HH,78364.00,0.00,51429.00,2212.00,17262.00,0.00,69319.00,1458.00,1458.00,0.00,3289.00,Not Applicable,Not Applicable,1458.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,8.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXK01,SANDWELL GENERAL HOSPITAL,1. General acute hospital,1. Freehold,,B71  4HJ,4918139.00,Not Applicable,1644146.00,70044.00,404314.00,26141.00,2211006.00,60290.00,57531.00,100.00,174283.00,8.14,0.00,33083.00,24448.00,0.00,1838.00,0.00,709.00,313.00,470.00,6609.00,1016.00,1222.00,0.00,0.00,0.00,0.00,0.05,0.00,42.00,24.00,0.00,0.00,2978248.00,36856203.00,3607490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1426494.00,8927920.00,19061824.00,610048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87097.00,101466.00,84688.00,0.00,0.00,0.00,0.00,69232.00,425.00,130975.00,308.98,205331.00,1182.00,53.00,2.00,1.43,0.08,Yes,2278677.00,86.48,1484811.00,436098.00,10.20,80.67,463.32,204.57,626880.00,1566715.00,3. Hybrid,No,878217.00,33.60
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXK02,CITY HOSPITAL,1. General acute hospital,3. Part site - Private Finance Initiative (PFI),,B18  7QH,9138798.00,Not Applicable,2648901.00,112848.00,1355716.00,42116.00,3562177.00,84260.00,83421.00,100.00,217314.00,19.47,1.00,65532.00,17889.00,0.00,3356.00,0.00,0.00,0.00,282.00,752.00,570.00,1310.00,0.00,0.00,43.00,43.00,2.00,0.00,42.00,24.00,4.00,0.00,3261000.00,39004770.00,5610211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2545040.00,13171329.00,40174498.00,897274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117025.00,166319.00,150279.00,0.00,0.00,0.00,0.00,110517.00,678.77,179199.00,422.75,132589.00,1876.00,88.00,2.00,1.43,0.08,Yes,3913256.00,152.36,1459738.00,428734.00,10.20,60.69,301.76,87.73,752217.00,1841461.00,3. Hybrid,No,1591722.00,62.68
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXK10,ROWLEY REGIS HOSPITAL,8. Other inpatient,1. Freehold,,B65  8DA,815320.00,Not Applicable,260323.00,11090.00,33448.00,4139.00,350076.00,8735.00,8735.00,100.00,22760.00,2.76,0.00,5990.00,2745.00,0.00,0.00,0.00,0.00,0.00,15.00,210.00,285.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,0.00,0.00,30553.00,110541.00,147685.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159058.00,850956.00,2297630.00,52398.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8665.00,25877.00,17279.00,0.00,0.00,0.00,0.00,12563.00,77.16,11348.00,26.77,10921.00,141.00,13.00,2.00,0.93,0.04,No,333578.00,12.28,274237.00,80545.00,10.20,15.96,53.79,17.62,72752.00,238915.00,3. Hybrid,No,0.00,0.00
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,ACUTE - LARGE,RXK27,LEOSOWES INTERMEDIATE CARE CENTRE,8. Other inpatient,1. Freehold,,B66 1JE,35298.00,Not Applicable,13701.00,583.00,1760.00,217.00,18425.00,980.00,921.00,100.00,2211.00,0.40,0.00,775.00,146.00,0.00,0.00,0.00,0.00,0.00,12.00,40.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30845.00,125724.00,407373.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3073.00,3873.00,2457.00,0.00,0.00,0.00,0.00,1677.00,10.30,3454.00,8.15,2186.00,43.00,2.00,0.00,0.00,0.00,No,58401.00,2.78,72368.00,21255.00,10.20,4.13,1.39,2.55,9375.00,32427.00,3. Hybrid,No,0.00,0.00
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,Aggregate Site,,,FY3 8NR,6089566.00,2722143.00,205220.00,42785.00,311865.00,123218.00,453899.00,34761.00,32523.00,17.56,74622.00,0.65,0.00,24564.00,7959.00,0.00,0.00,0.00,987.00,0.00,146.00,2682.00,0.00,0.00,0.00,0.00,0.29,0.21,4.66,2.72,0.00,0.00,0.00,181723.00,1709428.00,1092995.00,202418.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115794.00,685723.00,2026607.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19988.00,22539.00,5112.00,26708.00,64.58,31217.00,18.04,0.00,0.00,0.00,6.66,15000.00,113.00,6.00,0.00,0.00,0.00,No,294903.00,15.08,0.00,0.00,0.00,0.00,0.00,0.00,35973.00,31116.00,1. Full Service – Contracted,No,39000.00,1.80
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RXL01,BLACKPOOL VICTORIA HOSPITAL,1. General acute hospital,1. Freehold,,FY3  8NR,9858244.00,Not Applicable,4312004.00,114342.00,3664867.00,536228.00,3114882.00,145482.00,111740.00,100.00,232967.00,14.52,0.00,74513.00,36492.00,223.00,2040.00,895.00,3083.00,750.00,1391.00,5270.00,874.00,3681.00,735.00,317674.00,12.62,12.89,0.53,1.13,152.00,81.00,8.00,668510.00,2450574.00,3885813.00,2351424.00,1.00,1200000.00,68.00,18225409.00,5357162.00,7009342.00,0.00,0.00,2043899.00,8549449.00,41789355.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219116.00,247088.00,147655.00,0.00,0.70,156753.00,544.00,748.00,356.00,87670.00,515.00,-1598672.00,2287.00,102.00,4.00,1.00,0.13,Yes,3539093.00,153.00,2484937.00,881805.00,8.46,82.50,185.00,132.25,1201991.00,3017491.00,1. Full Service – Contracted,No,1010563.00,41.98
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RXL06,CLIFTON HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,FY8  1PB,525501.00,Not Applicable,147451.00,21034.00,41386.00,26058.00,336899.00,6878.00,6878.00,100.00,14344.00,4.44,0.00,5423.00,1454.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,99.00,0.00,0.00,0.00,4.22,5.49,0.00,5.86,8.00,18.00,0.00,0.00,617567.00,1835469.00,6266.00,1.00,100000.00,84.00,1309990.00,725497.00,368784.00,0.00,0.00,125906.00,297390.00,2648477.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17085.00,19266.00,10015.00,17928.00,47.10,2900.00,1.60,0.00,0.00,0.00,1.20,-30429.00,124.00,7.00,0.00,0.47,0.13,No,355339.00,12.00,392214.00,109500.00,11.50,7.15,40.45,16.35,107668.00,283643.00,1. Full Service – Contracted,No,93867.00,5.22
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,AGGRE,AGGREGATE SITE,Aggregate Site,,,DE22 3LZ,2523196.00,0.00,705223.00,37420.00,0.00,0.00,289464.00,16998.00,16234.00,100.00,44226.00,3.07,0.00,11871.00,4361.00,0.00,0.00,0.00,0.00,0.00,0.00,262.00,0.00,0.00,0.00,0.00,33.00,16.00,12.54,2.54,0.00,0.00,0.00,0.00,135000.00,666500.00,189000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157379.00,718698.00,1568336.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24432.00,6108.00,7245.00,0.00,0.00,7835.00,22.88,4305.00,18.63,6492.00,22.88,91000.00,399.00,26.00,0.00,0.00,0.00,No,310312.00,13.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXM14,KINGSWAY HOSPITAL,4. Mental Health (including Specialist services),3. Part site - Private Finance Initiative (PFI),,DE22 3LZ,5504342.00,Not Applicable,1020335.00,37420.00,8923.00,0.00,366934.00,15748.00,15346.00,100.00,54214.00,11.76,0.00,8962.00,6383.00,0.00,0.00,0.00,72.00,148.00,367.00,721.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,72.00,31.00,0.00,0.00,130000.00,90000.00,92900.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310332.00,1489577.00,4284652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8227.00,16503.00,4126.00,8500.00,6936.00,40.10,4464.00,8.63,1529.00,18.19,11298.00,76.66,0.00,419.00,12.00,2.00,0.00,0.00,No,510786.00,22.13,191107.00,63000.00,9.10,0.06,14.63,4.91,18255.00,68200.00,1. Full Service – Contracted,No,57352.00,2.50
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXM51,THE HARTINGTON UNIT,4. Mental Health (including Specialist services),4. SLA/lease from NHS,3. Leased and part serviced,S44  5BL,551990.00,0.00,177377.00,4620.00,0.00,0.00,69183.00,4440.00,4440.00,100.00,11686.00,Not Applicable,Not Applicable,3690.00,750.00,0.00,0.00,0.00,0.00,0.00,12.00,209.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,7.00,0.00,0.00,420000.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,305814.00,10.29,359124.00,75072.00,14.35,0.00,0.00,0.00,16242.00,62885.00,1. Full Service – Contracted,No,Not Applicable,Not Applicable
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXM54,THE RADBOURNE UNIT,4. Mental Health (including Specialist services),1. Freehold,,DE22 3NE,965112.00,Not Applicable,259239.00,16720.00,0.00,0.00,121717.00,7394.00,7394.00,100.00,16681.00,2.54,0.00,6218.00,1176.00,0.00,0.00,0.00,0.00,0.00,24.00,1152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,9.00,0.00,0.00,866500.00,225500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128334.00,879000.00,4449192.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11075.00,0.00,7010.00,0.00,0.00,3680.00,4.66,18.00,0.24,7664.00,60.64,0.00,120.00,6.00,0.00,0.00,0.00,None,443140.00,22.32,306886.00,106306.00,8.66,5.18,15.13,4.54,24633.00,74989.00,1. Full Service – Contracted,No,34937.00,1.50
RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RXMF4,WARDS 1 & 2 LONDON ROAD COMMUNITY HOSPITAL,4. Mental Health (including Specialist services),4. SLA/lease from NHS,3. Leased and part serviced,DE1 2QY,580167.00,0.00,93998.00,0.00,0.00,0.00,39646.00,2369.00,2369.00,100.00,5576.00,Not Applicable,Not Applicable,2349.00,20.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,18.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,135122.00,4.21,123014.00,19710.00,18.72,8.50,33.00,4.20,5302.00,20048.00,1. Full Service – Contracted,No,Not Applicable,Not Applicable
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,AGGRE,AGGREGATE SITE,Aggregate Site,,,PR2 9HT,666957.00,3024.00,126976.00,8096.00,0.00,160676.00,97998.00,10367.00,10367.00,80.00,27991.00,2.59,0.90,3722.00,6645.00,0.00,0.00,0.00,0.00,0.00,223.00,1602.00,98.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,49796.00,161120.00,108840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,116251.00,390556.00,1696667.00,3757.00,0.00,0.00,0.00,64722.00,0.00,0.00,0.00,13074.00,23923.00,4992.00,0.00,0.00,595.00,1.90,1681.00,14.07,6714.00,29.51,137065.00,419.00,26.00,0.00,1.83,0.05,Yes,78828.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RXN01,CHORLEY AND SOUTH RIBBLE DISTRICT GENERAL HOSPITAL,2. Specialist hospital (acute only),1. Freehold,,PR7  1PP,4001742.00,Not Applicable,1129241.00,37871.00,585751.00,95248.00,933818.00,51356.00,51356.00,97.00,129203.00,10.81,0.00,29282.00,22074.00,0.00,794.00,312.00,1558.00,457.00,299.00,7881.00,849.00,1541.00,0.00,0.00,7.00,4.00,0.00,13.00,24.00,18.00,0.00,156379.00,3959647.00,1485681.00,557204.00,1.00,600000.00,56.00,11319528.00,2220588.00,4121795.00,0.00,0.00,1075986.00,2950891.00,23761944.00,37567.00,0.00,0.00,0.00,284735.00,0.00,0.00,0.00,112526.00,136308.00,59455.00,412.00,1.34,58041.00,185.59,14300.00,137.87,28268.00,219.13,395968.00,1053.00,57.00,2.00,1.83,0.05,Yes,1754526.00,58.88,667832.00,164793.00,12.16,41.70,213.20,38.70,238743.00,891358.00,1. Full Service – Contracted,No,1030477.00,40.07
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - TEACHING,RXN02,ROYAL PRESTON HOSPITAL,2. Specialist hospital (acute only),1. Freehold,,PR2  9HT,8830672.00,Not Applicable,2556093.00,90876.00,1366751.00,276819.00,1906739.00,117235.00,117235.00,100.00,317801.00,19.54,0.00,77782.00,39206.00,0.00,4589.00,53.00,525.00,45.00,575.00,15132.00,2144.00,4546.00,247.00,-80498.00,16.00,4.00,0.00,0.00,73.00,62.00,0.00,2190650.00,14969451.00,6426590.00,3203190.00,1.00,1800000.00,62.00,32017554.00,7356199.00,12627000.00,0.00,0.00,2167471.00,4352937.00,53295833.00,195067.00,0.00,0.00,0.00,420020.00,0.00,0.00,0.00,338434.00,281374.00,224485.00,1907.00,5.78,221504.00,691.40,35153.00,300.82,79369.00,688.13,989920.00,2446.00,105.00,2.00,1.83,0.05,Yes,4509859.00,204.29,2170160.00,725637.00,8.97,92.00,182.00,67.00,1303283.00,3619821.00,1. Full Service – Contracted,No,2269241.00,80.50
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,AGGRE,AGGREGATE SITE,Aggregate Site,,,DL3 6HX,1238190.00,0.00,0.00,0.00,0.00,0.00,93347.00,13373.00,13164.00,100.00,36107.00,0.58,0.00,2975.00,10189.00,0.00,0.00,0.00,0.00,1693.00,192.00,5170.00,0.00,0.00,0.00,0.00,0.00,0.00,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108276.00,427284.00,760488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,632.00,3415.00,2189.00,0.00,0.00,2390.00,2.52,1848.00,11.00,6133.00,32.00,0.00,486.00,11.00,0.00,0.00,0.00,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0. No Service,Not Applicable,0.00,0.00
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXP69,WEARDALE HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,DL13 2JR,348509.00,0.00,0.00,0.00,31210.00,0.00,4355.00,929.00,892.00,100.00,2323.00,Not Applicable,Not Applicable,742.00,150.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,54.00,4.00,0.00,0.00,0.00,No,Not Applicable,Not Applicable,108500.00,21437.00,15.18,21.80,34.61,14.29,12158.00,27641.00,1. Full Service – Contracted,No,Not Applicable,Not Applicable
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,NORTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,RXPBA,BISHOP AUCKLAND GENERAL HOSPITAL,1. General acute hospital,2. Whole site - Private Finance Initiative (PFI),,DL14 6AD,10970471.00,Not Applicable,1066428.00,26673.00,298368.00,0.00,434623.00,26809.00,25702.00,100.00,61661.00,3.80,0.00,19910.00,5792.00,0.00,687.00,0.00,0.00,0.00,149.00,788.00,414.00,0.00,15.00,7000.00,0.00,0.00,4.00,3.00,15.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,596497.00,4211686.00,8859562.00,35158.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17078.00,38013.00,15171.00,0.00,0.00,24132.00,74.16,4057.00,36.38,12697.00,117.54,0.00,530.00,23.00,0.00,1.00,0.11,Yes,694686.00,25.55,629280.00,96131.00,19.64,27.00,19.86,7.25,114168.00,386784.00,1. Full Service – Contracted,No,348783.00,11.60
