Organisation Code,Organisation Name,Commissioning Region,Organisation Type,Site Code,Site Name,Site Type,Post Code,Hard FM (Estates) costs (£),Soft FM (Hotel services) costs (£),Estates and facilities finance costs (£),Maintenance service costs (£),Income received for area leased out for retail sales (£),Area leased out for retail sales (m²),Gross internal floor area (m²),Occupied floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Building footprint (m²),Site land area (Hectare),Clinical space (m²),Non-clinical space (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - patient occupied floor area (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Risk adjusted backlog cost (£),Energy costs (all energy supplies) (£),Electricity consumed (kWh),Gas consumed (kWh),Oil  consumed (kWh),Coal consumed (kWh),Steam consumed (kWh),Hot water consumed (kWh),Electricity consumed - renewable (kWh),Non-fossil fuel consumed - renewable (kWh),"Fossil energy input to CHP system/s
 (kWh)","Thermal energy output of CHP system/s
 (kWh)","Electrical energy output of CHP system/s
 (kWh)",Exported electricity (kWh),Exported thermal energy (kWh),Water cost (£),Sewage cost (£),Water volume (including borehole) (m³),"Clinical waste cost
 (£)",Clinical waste volume (Tonnes),Special waste cost (£),Special waste volume (Tonnes),Domestic waste cost (£),"Waste recycling, recovery cost (£)",Parking spaces available (No.),Designated disabled parking spaces (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),Cleaning service cost (£),Cleaning staff (WTE),Routine cleaning method/s - Traditional wet-mopping (disposable) (Yes/No),Routine cleaning method/s - Traditional wet-mopping (reusable) (Yes/No),Routine cleaning method/s - Microfibre (disposable) (Yes/No),Routine cleaning method/s - Microfibre (reusable) (Yes/No),Routine cleaning method/s - Disposable wipes (Yes/No),Routine cleaning method/s - Other (Yes/No),Enhanced cleaning method/s - Steam Cleaning (Yes/No),Enhanced cleaning method/s - Hydrogen peroxide fogging (Yes/No),Enhanced cleaning method/s - UV Light (Yes/No),Enhanced cleaning method/s - Chlorine-releasing cleaner (Yes/No),Enhanced cleaning method/s - Sporicidal cleaner (Yes/No),Enhanced cleaning method/s - Other (Yes/No),Cleaning audit processes - Visual audits based on the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - Visual audits based on an alternative Specification to the National Specification for Cleanliness or Publically Available Specification (Yes/No),Cleaning audit processes - ATP Swab Testing (Yes/No),Cleaning audit processes - UV light Testing (Yes/No),Cleaning audit processes - Microbiological Swab Testing (Yes/No),Cleaning audit processes - Other (Yes/No),Cost of cleaning occupied floor area assessed as Red/Very High Risk (£),Occupied floor area assessed as Red/Very High Risk (%),Required standard for occupied floor area assessed as Red/Very High Risk (%),Achieved standard for occupied floor area identified as Red/Very High Risk (%),Cost of cleaning occupied floor area assessed as Amber/High and Significant Risk (£),Occupied floor area assessed as Amber/High and Significant Risk (%),Required standard for occupied floor area assessed as Amber/High and Significant Risk (%),Achieved standard for occupied floor area identified as Amber/High and Significant Risk (%),Cost of cleaning occupied floor area assessed as Green/Low Risk (£),Occupied floor area assessed as Green/Low Risk (%),Required standard for occupied floor area assessed as Green/Low Risk (%),Achieved standard for occupied floor area identified as Green/Low Risk (%),Cost of cleaning the occupied floor area not requiring regular cleaning (£),Occupied floor area not requiring regular cleaning (%),Inpatient food service cost (£),Inpatient main meals requested (No.),Cost of feeding one inpatient per day (inpatient meal day) (£),Laundry and linen service cost (£),Pieces per annum (No.),Laundry and linen service used (Select),Portering service cost (£),Portering staff (WTE)
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1ALJ,KIDDERMINSTER GENERAL HOSPITAL,Mixed service hospital,WR9 7PN,324133.00,256742.00,619417.00,172476.00,0.00,0.00,4267.00,3534.00,100.00,10028.00,2859.00,0.29,2036.00,1498.00,15.10,15.00,12.45,22.12,0.00,5.00,0.00,0.00,0.00,0.00,78.08,21.92,0.00,0.00,0.00,0.00,9036.00,636538.00,47783.00,51270.00,81622.00,218512.00,692716.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9144.00,5526.00,3190.00,0.00,0.00,276.00,0.44,3278.00,3221.00,0.00,0.00,1.50,0.05,Yes,114572.00,5.03,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,69889.00,61.00,90.00,91.00,42391.00,37.00,75.00,91.00,2292.00,2.00,91584.00,20196.00,13.60,5135.00,19132.00,3. Hybrid,9711.00,0.53
R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1ALK,NEWTOWN HOSPITAL,Mental Health,CV37 8XA,589588.00,645398.00,1253727.00,251273.00,0.00,0.00,7431.00,5157.00,100.00,17463.00,6121.00,1.78,2450.00,2707.00,15.30,0.00,30.37,0.00,9.00,7.00,0.00,0.00,0.00,0.00,85.90,0.00,0.00,0.00,14.10,0.00,91002.00,837147.00,413282.00,134120.00,189766.00,485369.00,1270063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30609.00,18499.00,7090.00,0.00,0.00,1260.00,0.63,6601.00,5636.00,64.00,2.00,1.50,0.05,Yes,322093.00,8.15,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,98.00,0.00,215802.00,67.00,90.00,97.00,103070.00,32.00,75.00,97.00,3221.00,1.00,183021.00,40281.00,13.63,14665.00,49152.00,3. Hybrid,66751.00,3.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,SO16 4XE,638918.00,300725.00,5089149.00,276977.00,0.00,0.00,35857.00,35402.00,99.00,94775.00,24364.00,12.56,19185.00,16217.00,1.60,0.00,0.00,0.00,90.00,55.00,1.00,32.61,15.57,5.01,12.17,17.58,4.86,0.00,11.20,213207.00,113977.00,146195.00,71617.00,364631.00,280748.00,442305.00,2299955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8457.00,16545.00,8575.00,7319.00,7.34,0.00,0.00,8514.00,2311.00,403.00,29.00,0.00,0.00,No,0.00,0.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C03,WESTERN COMMUNITY HOSPITAL,Community hospital (with inpatient beds),SO16 4XE,385426.00,17591.00,833200.00,118320.00,0.00,0.00,5630.00,3097.00,55.00,7604.00,3097.00,1.60,1542.00,1260.00,0.00,0.00,0.00,0.00,2.00,35.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,76166.00,135602.00,43725.00,18117.00,213142.00,77553.00,454530.00,791000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5032.00,7569.00,3329.00,3200.00,2.77,0.00,0.00,3810.00,2689.00,84.00,3.00,0.00,0.00,No,169326.00,10.00,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,0.00,0.00,0.00,0.00,205042.00,90.00,0.00,0.00,22783.00,10.00,0.00,0.00,0.00,0.00,175478.00,40953.00,12.85,14449.00,46280.00,1. Full Service – Contracted,157289.00,6.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1C34,ROYAL SOUTH HANTS HOSPITAL,Community hospital (with inpatient beds),SO14 0YG,0.00,65277.00,733438.00,216451.00,0.00,0.00,9899.00,9675.00,33.00,28967.00,2682.00,1.67,3610.00,6065.00,0.01,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,53.00,24.00,0.00,0.00,23.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,379579.00,11.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CD4,ST MARY'S COMMUNITY HEALTH CAMPUS,Community hospital (with inpatient beds),PO3 6AD,654071.00,51759.00,2068444.00,193643.00,0.00,0.00,14434.00,9382.00,65.00,17064.00,1704.00,1.32,2582.00,2389.00,15.42,0.00,0.00,15.42,6.00,0.00,0.00,0.00,0.00,20.00,0.00,80.00,0.00,0.00,0.00,161464.00,47819.00,7085.00,82428.00,52094.00,208103.00,1340243.00,1826873.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3984.00,16354.00,6739.00,4979.00,5.15,0.00,0.00,11154.00,2445.00,170.00,18.00,1.20,0.00,No,410370.00,24.00,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,0.00,0.00,0.00,0.00,696308.00,83.00,0.00,0.00,142617.00,17.00,0.00,0.00,0.00,0.00,179645.00,20404.00,11.40,19084.00,51073.00,1. Full Service – Contracted,0.00,0.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF2,ST JAMES HOSPITAL,Mixed service hospital,PO4 8LD,21167.00,29444.00,820316.00,114383.00,0.00,0.00,32438.00,4541.00,14.00,22503.00,6013.00,5.67,2787.00,1754.00,1.11,0.00,60.00,11.12,0.00,0.00,0.00,1.00,2.00,1.00,0.00,1.00,10.00,10.00,75.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,340.00,3.36,0.00,0.00,11319.00,1888.00,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,756843.00,34.00,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,0.00,0.00,0.00,0.00,856154.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61448.00,11343.00,11.40,27869.00,42136.00,1. Full Service – Contracted,172772.00,9.00
R1C,SOLENT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1CF5,JUBILEE HOUSE,Other inpatient,PO6 3NH,46523.00,43392.00,79213.00,0.00,0.00,0.00,1271.00,1271.00,100.00,3266.00,1366.00,0.95,803.00,386.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,29.00,21000.00,0.00,30000.00,0.00,14562.00,16643.00,61485.00,245089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1076.00,5949.00,1682.00,5744.00,5.77,0.00,0.00,2294.00,339.00,17.00,0.00,0.00,0.00,No,0.00,0.00,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52677.00,15330.00,11.40,0.00,0.00,0. No Service,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE SITE,Aggregate Site,SY3 8XL,561389.00,167851.00,2126173.00,6835.00,0.00,0.00,14312.00,12420.00,100.00,32774.00,8998.00,4.06,6417.00,6003.00,0.00,0.00,7.40,0.00,8.00,15.00,0.00,10.60,9.50,16.20,0.00,42.00,0.00,0.00,21.70,470000.00,0.00,210000.00,220000.00,0.00,186269.00,661856.00,266541.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15937.00,10626.00,23758.00,752.00,34.00,0.00,0.00,29390.00,0.00,161.00,12.00,0.00,0.00,No,560234.00,22.25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,357878.00,83255.00,12.53,58246.00,173180.00,3. Hybrid,46797.00,2.15
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D21,LUDLOW HOSPITAL,Community hospital (with inpatient beds),SY8 1QX,183943.00,44021.00,672946.00,567.00,0.00,0.00,4832.00,3908.00,100.00,10004.00,2436.00,1.23,1900.00,2008.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,4.74,1.88,0.00,65.83,0.00,0.00,27.55,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,197966.00,7.33,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D22,BRIDGNORTH HOSPITAL,Community hospital (with inpatient beds),WV16 4EU,196765.00,80089.00,792416.00,3597.00,0.00,0.00,5001.00,4632.00,100.00,12506.00,3567.00,1.09,2789.00,1843.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,42.20,33.40,0.00,0.00,0.00,0.00,0.00,24.40,250000.00,0.00,60000.00,30000.00,0.00,77503.00,345588.00,73979.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4978.00,3319.00,3782.00,225.00,12.00,0.00,0.00,3877.00,0.00,60.00,4.00,0.00,0.00,No,128183.00,5.86,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,730.00,22.00,100.00,100.00,2666.00,79.00,100.00,100.00,0.00,0.00,119118.00,31755.00,13.66,21025.00,59126.00,3. Hybrid,9600.00,0.56
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D25,BISHOP'S CASTLE HOSPITAL,Community hospital (with inpatient beds),SY9 5AJ,36214.00,8612.00,132655.00,277.00,0.00,0.00,807.00,727.00,100.00,2066.00,730.00,0.15,554.00,173.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10250.00,44165.00,114000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3276.00,2184.00,3892.00,371.00,15.00,0.00,0.00,22455.00,0.00,12.00,1.00,0.00,0.00,No,84292.00,2.61,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,18712.00,22.00,100.00,100.00,65580.00,78.00,100.00,100.00,0.00,0.00,35665.00,16364.00,6.61,8199.00,32396.00,3. Hybrid,0.00,0.00
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1D34,WHITCHURCH HOSPITAL,Community hospital (with inpatient beds),SY13 1NT,144467.00,35129.00,528156.00,2394.00,0.00,0.00,3672.00,3153.00,100.00,8198.00,2265.00,1.59,1174.00,1979.00,0.00,0.00,7.40,7.40,2.00,8.00,0.00,0.00,0.00,62.90,0.00,1.90,0.00,0.00,35.20,220000.00,0.00,150000.00,190000.00,0.00,98516.00,272103.00,78562.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7683.00,5123.00,4864.00,156.00,7.00,0.00,0.00,3058.00,0.00,89.00,7.00,0.00,0.00,No,149793.00,6.45,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0.00,0.00,0.00,0.00,27861.00,19.00,100.00,100.00,110846.00,74.00,100.00,100.00,11086.00,7.00,203095.00,35136.00,17.34,29202.00,81658.00,3. Hybrid,37197.00,1.59
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,AGGRE,AGGREGATE,Aggregate Site,ST5 1QG,2225619.00,4183429.00,11695678.00,320083.00,0.00,85.00,32746.00,28916.00,88.00,93636.00,19919.00,8.46,11083.00,12859.00,8.00,6.00,6.69,0.00,0.00,0.00,0.00,14.86,3.50,9.94,8.50,28.74,16.44,0.00,18.02,32000.00,413550.00,424860.00,1571250.00,1566713.00,437243.00,1825221.00,4241821.00,4016.00,0.00,0.00,0.00,373220.00,0.00,0.00,0.00,0.00,0.00,0.00,51724.00,51098.00,20388.00,13569.00,10.98,22792.00,35.06,41588.00,18676.00,1301.00,74.00,0.00,0.00,No,659073.00,30.92,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,81740.00,12864.00,19.00,16996.00,37162.00,3. Hybrid,26860.00,3.00
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1E56, HAYWOOD HOSPITAL,Community hospital (with inpatient beds),ST6 7AG,141355.00,918863.00,6315097.00,13934.00,0.00,0.00,16684.00,16684.00,100.00,42146.00,10861.00,3.53,10172.00,6512.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,73.97,14.60,6.43,0.00,0.00,0.00,5.00,0.00,0.00,14689.00,1391.00,12782.00,14925.00,91362.00,1680660.00,2992269.00,3528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50952.00,16984.00,14187.00,539.00,1.64,0.00,0.00,5077.00,0.00,322.00,42.00,0.67,0.03,No,712681.00,35.00,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,543063.00,76.00,76.00,76.00,81246.00,11.00,11.00,11.00,88372.00,12.00,740203.00,136090.00,16.35,185788.00,411632.00,1. Full Service – Contracted,323970.00,12.00
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE3, LEEK MOORLANDS HOSPITAL,Community hospital (with inpatient beds),ST13 5BQ,160419.00,573420.00,165543.00,87282.00,0.00,0.00,5391.00,4729.00,99.05,18195.00,2836.00,1.33,2915.00,1814.00,0.00,0.00,7.00,5.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,296440.00,92750.00,77000.00,720500.00,446154.00,114891.00,0.00,1414392.00,26819.00,0.00,0.00,0.00,584611.00,0.00,0.00,0.00,0.00,0.00,0.00,6968.00,5735.00,4720.00,1312.00,1.40,7839.00,13.50,2690.00,0.00,98.00,5.00,0.00,0.00,No,142621.00,7.00,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,11411.00,2.00,98.00,96.00,120959.00,58.00,95.00,95.00,10251.00,20.00,92.00,96.00,0.00,21.00,234051.00,39408.00,15.24,42725.00,80585.00,3. Hybrid,57981.00,3.16
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE4, CHEADLE HOSPITAL,Community hospital (with inpatient beds),ST10 1NS,163577.00,595064.00,119561.00,63970.00,0.00,0.00,6293.00,6265.00,100.00,18880.00,1787.00,0.75,2995.00,1791.00,0.00,0.00,0.00,8.00,2.00,6.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,208030.00,3110.00,502373.00,578925.00,274746.00,64402.00,0.00,1144804.00,7839.00,0.00,0.00,0.00,611208.00,0.00,0.00,0.00,0.00,0.00,0.00,9503.00,11615.00,6437.00,986.00,1.04,8210.00,15.02,3762.00,0.00,99.00,8.00,0.00,0.00,No,184171.00,6.57,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,160141.00,47.00,95.00,95.00,24030.00,37.00,92.00,92.00,0.00,16.00,308852.00,52596.00,14.79,56037.00,134263.00,3. Hybrid,72977.00,3.00
R1E,STAFFORDSHIRE AND STOKE ON TRENT PARTNERSHIP NHS TRUST,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,COMMUNITY,R1EE5, BRADWELL HOSPITAL,Community hospital (with inpatient beds),ST5 7NJ,237993.00,1058624.00,124373.00,103190.00,0.00,0.00,5054.00,5054.00,100.00,15164.00,5367.00,2.28,2821.00,1361.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,172255.00,149982.00,961578.00,384254.00,401403.00,136028.00,0.00,1760444.00,31030.00,0.00,0.00,0.00,766321.00,0.00,0.00,0.00,0.00,0.00,0.00,646.00,736.00,7076.00,2424.00,2.57,12536.00,20.96,16993.00,677.00,179.00,5.00,0.00,0.00,No,282927.00,12.15,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,0.00,0.00,0.00,0.00,266857.00,67.00,95.00,95.00,16067.00,19.00,92.00,93.00,0.00,14.00,364099.00,66696.00,13.17,66970.00,140639.00,3. Hybrid,102838.00,5.00
R1F,ISLE OF WIGHT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,AGGRE,AGGREGATE SITE,Aggregate Site,PO30 5TG,0.00,0.00,0.00,0.00,0.00,0.00,6503.00,6503.00,100.00,18085.00,5425.00,1.49,3785.00,2445.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,15.00,10.00,10.00,15.00,5.00,0.00,0.00,45.00,327755.00,170810.00,73779.00,824746.00,649809.00,43103.00,150141.00,730422.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6399.00,12655.00,5221.00,8461.00,12.06,1424.00,4.56,5195.00,2076.00,425.00,57.00,0.00,0.00,None,90247.00,4.70,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.00,0.00,0.00,0.00,0.00,0. No Service,0.00,0.00
R1F,ISLE OF WIGHT NHS TRUST,SOUTH OF ENGLAND COMMISSIONING REGION,ACUTE - MULTI-SERVICE,R1F01,ST MARY'S HOSPITAL,Mixed service hospital,PO30 5TG,3765019.00,4732625.00,4056112.00,1451188.00,0.00,0.00,56382.00,56382.00,100.00,144966.00,35136.00,27.70,25731.00,30651.00,20.20,0.00,0.00,0.00,48.00,83.00,2.70,5.40,9.00,37.80,4.40,14.00,3.00,3.20,20.50,413643.00,600595.00,465862.00,4154700.00,4452097.00,1077304.00,6384672.00,14608430.00,12520.00,0.00,0.00,0.00,0.00,0.00,5549364.00,2843508.00,1870728.00,0.00,0.00,95692.00,168839.00,85315.00,188296.00,268.47,31687.00,101.57,115618.00,46195.00,1361.00,53.00,0.87,0.05,Yes,1666120.00,66.98,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,106540.00,20.00,95.00,97.00,237478.00,45.00,95.00,96.00,189494.00,36.00,95.00,96.00,0.00,0.00,872131.00,205969.00,9.27,496432.00,1441067.00,1. Full Service – Contracted,748219.00,24.00
